run_name,best_epoch,train_BinaryAUROC,train_BinaryAUROC_step,train_loss,train_loss_step,lr-AdamW,val_BinaryAUROC,val_loss,train_BinaryAUROC_epoch,train_loss_epoch,train_gate_0
tox_base_BASELINE_CROSS_EXP-GIN-tox_base-2layer_fold,40,0.9333332777023315,0.9333332777023315,0.15133056044578552,0.15133056044578552,0.0033940509893000126,0.9583811163902283,0.12555405497550964,0.8977101445198059,0.19954460859298706,0.0
bace_base_BASELINE_CROSS_EXP-GIN-bace_base-2layer_fold,57,0.951388955116272,0.951388955116272,0.3478943407535553,0.3478943407535553,0.0023253022227436304,0.8935116529464722,0.4196908473968506,0.9161295294761658,0.37710466980934143,0.0
bace_base_BASELINE_CROSS_EXP-GIN-bace_base-2layer_fold,87,0.9407407641410828,0.9407407641410828,0.3876992166042328,0.3876992166042328,0.00044809127575717866,0.9099332094192505,0.43118399381637573,0.9706292748451233,0.25304195284843445,0.0
bace_base_BASELINE_CROSS_EXP-GIN-bace_base-2layer_fold,79,0.9720279574394226,0.9720279574394226,0.23865669965744019,0.23865669965744019,0.0009787577437236905,0.893184859752655,0.5394559502601624,0.9629120826721191,0.2642093300819397,0.0
bace_base_BASELINE_CROSS_EXP-GIN-bace_base-2layer_fold,61,0.8999999761581421,0.8999999761581421,0.4153479337692261,0.4153479337692261,0.0021716607734560966,0.9058087468147278,0.38910973072052,0.9402113556861877,0.3584480285644531,0.0
bace_base_BASELINE_CROSS_EXP-GIN-bace_base-2layer_fold,74,0.9790209531784058,0.9790209531784058,0.2511136531829834,0.2511136531829834,0.0013483475195243955,0.8910000920295715,0.4907900094985962,0.9589793682098389,0.29013267159461975,0.0
bbbp_base_BASELINE_CROSS_EXP-GIN-bbbp_base-2layer_fold,27,0.9407408237457275,0.9407408237457275,0.2699970602989197,0.2699970602989197,0.001549657667055726,0.8991435170173645,0.3289702236652374,0.9236735701560974,0.30926018953323364,0.0
bbbp_base_BASELINE_CROSS_EXP-GIN-bbbp_base-2layer_fold,32,0.9142857193946838,0.9142857193946838,0.3316833972930908,0.3316833972930908,0.0012765740975737572,0.9102377891540527,0.313974529504776,0.956641435623169,0.23771768808364868,0.0
bbbp_base_BASELINE_CROSS_EXP-GIN-bbbp_base-2layer_fold,36,0.9485714435577393,0.9485714435577393,0.28936320543289185,0.28936320543289185,0.0009250124567188323,0.9040239453315735,0.31423425674438477,0.9681428670883179,0.21671709418296814,0.0
bbbp_base_BASELINE_CROSS_EXP-GIN-bbbp_base-2layer_fold,29,0.9657143354415894,0.9657143354415894,0.22431078553199768,0.22431078553199768,0.0014697578735649586,0.9384995102882385,0.28701135516166687,0.9390990734100342,0.2864972949028015,0.0
bbbp_base_BASELINE_CROSS_EXP-GIN-bbbp_base-2layer_fold,36,0.9871794581413269,0.9871794581413269,0.15743596851825714,0.15743596851825714,0.0008674629498273134,0.9031028151512146,0.36597204208374023,0.9666489958763123,0.21676920354366302,0.0
