entry_id,smiles,cation_family,anion_family,value
DBOyw,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,pyrrolidinium,amides,1.0176
DBnaK,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.3719000000000001
DCFEt,C[n+]1ccn(CC2CCCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.417
DCtUx,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.519
DEBwW,C[NH+](C)C.O=P([O-])(O)O,ammonium,organic phosphates,1.3536
DGTBP,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.2622
DHHVL,CC[n+]1ccn(C)c1.CCCCCCCCOS(=O)(=O)[O-],imidazolium,sulfates,1.0953
DIOgU,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.3859000000000001
DIsjw,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,1.0289000000000001
DJUuU,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],phosphonium,carboxylates,0.8855
DJyTT,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],imidazolium,sulfonates,1.2395999999999998
DLeoC,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,imidazolium,sulfates,1.3658
DMLvs,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,imidazolium,bistriflamides,1.48
DPwgY,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,pyrrolidinium,phosphates,1.58315
DSDTM,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.2975
DSnSp,CCCCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,1.0531
DThfy,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.5192
DVHYO,CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,imidazolium,sulfonates,1.2227000000000001
DVPOw,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.419
DVaoN,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,piperidinium,bistriflamides,1.4274
DWEPb,CCCC[P+](CCCC)(CCCC)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,phosphonium,bistriflamides,1.224
