entry_id,smiles,cation_family,anion_family,value
HoZxZ,CCCCCC=CCC=CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.3944516808262164
HocGo,CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],pyridinium,sulfates,3.5010592622177517
HqFwc,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.7411515988517852
HqpWg,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.009450895798694
HsZrS,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,2.1789769472931693
HyFEt,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,imidazolium,bistriflamides,2.0827853703164503
IEMYk,CCC[n+]1cn(C)cn1.CS(=O)(=O)[O-],triazolium,sulfonates,2.6954816764901977
IFhcB,C=C[n+]1ccn(CC(N)=O)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.44870631990508
IIvAn,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,pyridinium,amides,1.5770319856260315
IPoaz,C=C[n+]1ccn(CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.1172712956557644
IRutt,CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.9978230807457256
ISAFF,C=CC[N+](C)(C)CC.O=C([O-])C(F)(F)F,ammonium,carboxylates,1.884795363948981
ISOto,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C1CCCN1,ammonium,carboxylates,3.1774499209718248
IUXDD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,phosphonium,organic phosphates,2.929418925714293
IUytv,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,2.583198773968623
IdWnm,C[NH2+]CCO.CCC(=O)[O-],ammonium,carboxylates,2.3324384599156054
IgWGw,CCCCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.3679147387937527
IjJxG,CC[NH3+].O=C[O-],ammonium,carboxylates,1.505149978319906
IklJu,C[N+](C)(C)CCO.NC(CO)C(=O)[O-],ammonium,carboxylates,4.060697840353612
IlBzi,CCn1cc[nH+]c1.CC(=O)[O-],imidazolium,carboxylates,0.6989700043360189
IlojE,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.5954962218255742
ImZlo,C[N+](C)(C)CCO.CCCCCC(=O)[O-],ammonium,carboxylates,2.851869600729766
IoirZ,CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],imidazolium,sulfonates,2.711807229041191
IpByz,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.0453229787866576
IrwIO,CC[n+]1ccn(C)c1.c1c[n-]nn1,imidazolium,cyclic amides,1.904348501305749
Ixptc,C[NH+](C)C.CC(=O)[O-],ammonium,carboxylates,0.4409090820652177
JEtCQ,CCCC[N+]1(C)CCCCC1.N#C[C-](C#N)C#N,piperidinium,methanides,1.761927838420529
JFmkQ,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],imidazolium,inorganics,2.8195439355418688
JIDxk,CC[N+]1(C)CCCCC1.CCO[PH](=O)[O-],piperidinium,organic phosphates,1.9637878273455551
JLHnN,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.7881683711411678
JUfnD,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.6129956560323475
JWFZx,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.51627088272934
JXBpk,CCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,morpholinium,bistriflamides,2.699837725867246
JXWIw,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,2.1903316981702914
JYUrI,CCOCCn1cc[n+](C)c1.CCC(=O)[O-],imidazolium,carboxylates,1.7454651686707272
Jcdnj,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],phosphonium,inorganics,3.475380593143361
JeDEQ,COCCn1cc[n+](C)c1.N#C[S-],imidazolium,inorganics,1.724275869600789
JeOPQ,CCCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.782472624166286
JkLZr,OCC[NH2+]CCO.O=C[O-],ammonium,carboxylates,2.7267272090265724
Jliym,CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,imidazolium,sulfonates,3.9190780923760737
JnFPo,CCCC[P+](CCCC)(CCCC)CCOCC.O=S(=O)([O-])C(F)(F)F,phosphonium,sulfonates,2.6127838567197355
JoIwl,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.271841606536499
JuUWT,CC[NH+](CC)CC.O=S(=O)([O-])O,ammonium,sulfates,2.3710678622717363
KEYjc,C=CC[n+]1ccn(C)c1.[Cl-],imidazolium,inorganics,2.9138138523837167
KKqeN,CCCCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,amidium,bistriflamides,2.03342375548695
KLhxe,CC[n+]1ccn(C)c1.N#Cc1ccc[n-]1,imidazolium,cyclic amides,1.82303612094126
KNfXQ,CCCCCC[n+]1ccn(CCC#N)c1.CCCCCCCCCCCCOS(=O)(=O)[O-],imidazolium,sulfates,4.139879086401237
KStgM,CCCC[n+]1ccn(CCC#N)c1.[Br-],imidazolium,inorganics,4.281033367247727
KUmxw,CCCn1cc[n+](C)c1.NC(CO)C(=O)[O-],imidazolium,carboxylates,3.4763968267253302
KVcym,C=C[n+]1ccn(CCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.0211892990699383
KVkiD,CCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,phosphonium,cyclic amides,2.4638929889859074
KYqOS,CCCC[n+]1cccc(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,pyridinium,phosphates,2.0253058652647704
KeIBf,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,3.183839037056422
KfcBe,CCCCCC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,1.9712758487381052
KieTU,CCCC[N+]1(C)CCOCC1.CC(=O)NC(CC(C)C)C(=O)[O-],morpholinium,carboxylates,4.383815365980431
KjYoT,CCCC[P+](CC)(CCCC)CCCC.CC(=O)[O-],phosphonium,carboxylates,2.2405492482826
Kjtak,CCCn1cc[n+](C)c1.N#C[N-]C#N,imidazolium,amides,1.312811826212088
KoFHJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCC(=O)[O-],phosphonium,carboxylates,2.5352941200427703
KodWG,CCCC[NH3+].O=[N+]([O-])[O-],ammonium,inorganics,2.0056094453602804
KtBkV,CC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,1.2065560440990295
LcNLB,CC[NH3+].CCCC(=O)[O-],ammonium,carboxylates,2.3180633349627615
LltqC,CCOC(=O)C[n+]1ccn(C)c1.[Cl-],imidazolium,inorganics,2.5428254269591797
LnTJY,CCCCCn1cc[n+](C)c1.O=P([O-])(O)O,imidazolium,organic phosphates,2.311753861055754
LqNxr,CCCC[n+]1ccn(C)c1.O=P([O-])(O)O,imidazolium,organic phosphates,2.0989896394011773
LsOiR,CC[N+]1(C)CCOCC1.N#C[N-]C#N,morpholinium,amides,2.24551266781415
LskgT,CCCCCCCCCCCCOC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.3654879848909
Luwkl,CCCC[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,1.739572344450092
LvfQP,CCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,pyridinium,sulfonates,2.0145205387579237
LxCIR,CCCCCCCC[P+](CC)(CC)CC.Brc1c[n-]cn1,phosphonium,cyclic amides,2.7682665960791595
LzGwJ,CCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,morpholinium,amides,2.7067177823367587
MCKxq,CCCCCCn1cc[n+](C)c1.CC1=CC(=O)[N-]S(=O)(=O)O1,imidazolium,bistriflamides,2.8965262174895554
MEkSy,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-],phosphonium,carboxylates,2.6127838567197355
MEvtG,C[N+](C)(C)CCO.CC(O)C(=O)[O-],ammonium,carboxylates,2.747411807886423
MHRhC,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,phosphonium,sulfonates,3.557747741641468
MINNE,C[NH2+]CCO.CCCC(=O)[O-],ammonium,carboxylates,2.4756711883244296
MJtbx,CCCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,1.549248556854056
MLUUH,CC[S+]1CCCC1.N#C[N-]C#N,cyclic sulfonium,amides,1.534026106056135
MLVBk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,phosphonium,carboxylates,2.4533183400470375
MLmQo,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.3180633349627615
MNmsE,CCCCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,3.616475513888566
MSAif,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.9106244048892012
MWxHK,CCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triazolium,bistriflamides,1.9454685851318196
Mbjws,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,imidazolium,phosphates,1.8756399370041683
McJYt,C[NH2+]CCO.CCCCC(=O)[O-],ammonium,carboxylates,2.369215857410143
MccER,CCC(C)C[NH3+].O=C[O-],ammonium,carboxylates,2.359835482339888
MhMZs,C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,ammonium,sulfonates,4.311753861055754
MhZxO,CCCCCC[N+]1(C)CCOCC1.N#C[C-](C#N)C#N,morpholinium,methanides,2.4913616938342726
MkEow,CCCCCCCC[P+](CCCC)(CCCC)CCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,phosphonium,phosphates,2.5118833609788744
MoNze,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.000434077479319
MrYIe,CCCCCC[n+]1ccn(CCC#N)c1.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],imidazolium,sulfonates,4.298853076409706
MwegR,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],imidazolium,carboxylates,1.9876662649262744
Mxuvf,C=CC[n+]1ccn(C=C)c1.N#C[N-]C#N,imidazolium,amides,1.4727564493172125
MyLfe,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,phosphonium,bistriflamides,2.4927603890268375
MzKGy,CCCCCCCCCCOC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.271841606536499
NDzOj,C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,morpholinium,bistriflamides,3.0729847446279304
NHOpl,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.1956229435869368
NIDln,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.7411515988517852
NImfh,CCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,morpholinium,amides,2.776701183988411
NJGye,CCCCCc1c(C)cc(C)c[n+]1CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.403120521175818
NMeqO,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.6812412373755872
NOrTO,CCCCCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,1.7860412102425542
NPfgs,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.66838591669
NPtQS,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.O=C([O-])CCCCC(=O)O,ammonium,carboxylates,3.5268559871258747
NTAGs,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,phosphonium,bistriflamides,2.649334858712142
NUlcO,CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC.CC(=O)CCC(=O)[O-],phosphonium,carboxylates,2.5634810853944106
NZslI,CCCCCc1c(C)cc(C)c[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.4149733479708178
NfEin,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.0269416279590295
NgsTy,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,imidazolium,amides,2.568201724066995
NiCTA,CCCCOC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,1.954242509439325
NiIPC,Cn1cc[n+](CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,imidazolium,sulfonates,2.920123326290724
NqYxf,CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.450249108319361
NqsfO,C[N+]1=C(O)CCC1.CCCC(=O)[O-],amidium,carboxylates,0.5472823079633032
NsYaW,CCCCOC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.2624510897304293
OBIJG,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,2.14050804303818
OCZDB,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.c1nnn[n-]1,phosphonium,cyclic amides,2.7781512503836434
OCphM,COCC[N+]1=C2CCCCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,amidium,bistriflamides,2.322219294733919
ODTBK,CCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,2.8573324964312685
ODciU,CCCCO[n+]1ccn(CCCC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,imidazolium,sulfonates,1.863322860120456
ODeph,[NH3+]CCO.CC(O)C(=O)[O-],ammonium,carboxylates,2.404833716619938
OIxbv,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F,pyrrolidinium,bistriflamides,1.7075701760979365
ORJCW,CCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.8373990243420224
OYtWE,CCCCCCCC[n+]1ccn(C)c1.O=P([O-])(O)OP(=O)(O)O,imidazolium,organic phosphates,4.371067862271736
ObxBC,CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.919078092376074
OcTgJ,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.7693773260761383
OchWi,CCn1cc[n+](C)c1.NCCC(=O)[O-],imidazolium,carboxylates,2.9014583213961123
OdkUi,CCCCCC[NH+](CCCCCC)CCCCCC.CCCCCC(=O)[O-],ammonium,carboxylates,1.0569048513364727
OflKV,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,imidazolium,phosphates,1.9454685851318196
OkDnt,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,ammonium,carboxylates,3.232487866352986
OnqXH,CCCCNC(=O)Cn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.890421018800914
PENNR,C=Cc1ccc(C[N+](C)(C)CCCCCCCCCC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,3.1065308538223815
PEeQW,C[n+]1ccn(CCCC#N)c1.O=S(=O)(F)[N-]S(=O)(=O)F,imidazolium,bistriflamides,2.3324384599156054
PFJoe,CCCC[n+]1ccn(CCC#N)c1.[Cl-],imidazolium,inorganics,4.294466226161593
PLKdp,CC[N+]1(C)CCCCC1.CCOS(=O)(=O)[O-],piperidinium,sulfates,3.26030994579492
PPPwX,CCCC[P+](CCCC)(CCCC)COC.c1c[n-]nn1,phosphonium,cyclic amides,2.374748346010104
PQmYu,C[NH+](C)C.O=S(=O)([O-])O,ammonium,sulfates,0.7075701760979364
PRgOP,Cn1cc[n+](C)c1.CC(=O)[O-],imidazolium,carboxylates,1.9395192526186185
PSQPj,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.8567288903828827
PUIQf,CCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triazolium,bistriflamides,1.8363241157067516
PWFRc,COCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,pyrrolidinium,phosphates,2.7403626894942437
PbzIW,COC(=O)C([NH3+])Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,3.2329961103921536
PgXYj,OCCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,2.060697840353612
PjsJE,CC[n+]1ccn(CCCCCCO)c1.[Cl-],imidazolium,inorganics,2.934498451243568
PkdJY,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.48826861549546
PonIy,CCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,morpholinium,amides,2.7168377232995247
PonbR,CCCCCC[N+](CCCCCC)=C(N(C)C)N(C)C.N#C[N-]C#N,guanidinium,amides,2.346352974450639
PpitK,CC[NH3+].CC(O)C(=O)[O-],ammonium,carboxylates,2.904715545278681
PrkdK,C[n+]1ccn(CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.271841606536499
PwPeE,CCCC[N+](CCCC)(CCCC)CCCC.CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC,ammonium,organic phosphates,3.295127085252191
PxHgx,CCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.2555137128195333
QDJVK,CC[n+]1ccn(C)c1.c1nnn[n-]1,imidazolium,cyclic amides,1.641698110116073
QFHEG,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cn[n-]c1,phosphonium,cyclic amides,2.8512583487190755
QGvRU,CCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.036628895362161
QHlJa,CCn1cc[n+](C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.403120521175818
QMJQn,CCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.17376882313665
QPbQA,C[N+]1=C(O)CCC1.CCCCCC(=O)[O-],amidium,carboxylates,0.6579159368299552
QRgrN,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.7218106152125463
QScHF,CCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,1.4487063199050798
QXfTb,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.CCCCC(CC)CCC(=O)[O-],ammonium,carboxylates,3.5720579899263045
QYFBr,CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.8388490907372552
QcyPU,CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,cyclic sulfonium,bistriflamides,2.0492180226701815
QgBQT,CCCCCCCCCOC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,2.220108088040055
QiNSN,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.9294189257142929
QmlWl,CCCCCCCC[n+]1ccn(CCC#N)c1.CCCCCCCCCCOS(=O)(=O)[O-],imidazolium,sulfates,4.334453751150931
QssoT,C[N+](C)(CCO)CCO.CS(=O)(=O)[O-],ammonium,sulfonates,3.1746411926604483
QtCZW,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,imidazolium,organic phosphates,2.60959440922522
QwWYf,C=CC[N+](C)(C)CC.N#C[N-]C#N,ammonium,amides,1.3003780648707026
QxEXj,CCCCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,ammonium,sulfonates,3.307496037913213
RDUwt,CCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,morpholinium,amides,2.824776462475546
REqMu,CCCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.8394780473741985
RGmFO,CCCCCCCCC=CCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.4216039268698313
RHEEF,CCCC[P+](CCCC)(CCCC)CCOCC.CS(=O)(=O)[O-],phosphonium,sulfonates,2.886490725172482
RJvYf,C=CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,1.7671558660821804
RKetR,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,2.847572659142112
RPnaH,CCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,thiazolium,bistriflamides,1.954724790979063
RfbyY,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],imidazolium,sulfates,3.0141003215196207
RkvIY,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.7558748556724917
RnbND,C[N+](C)(C)CCO.NCCC(=O)[O-],ammonium,carboxylates,3.706888394981618
Rtluj,Cn1cc[n+](CCO)c1.CC(=O)[O-],imidazolium,carboxylates,2.017450729510536
SAzrJ,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.5501059993475927
SVNCY,CCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,imidazolium,bistriflamides,1.4756711883244296
SXGeQ,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.765668554759014
SdpBx,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrazolium,bistriflamides,1.845098040014257
SeLaG,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,piperidinium,bistriflamides,1.7075701760979365
SfKXC,CCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,thiazolium,bistriflamides,2.2600713879850747
SgQrl,CCCC[P+](CCCC)(CCCC)CCC(F)(F)C(F)(F)F.N#C[N-]C#N,phosphonium,amides,2.8260748027008264
SiuMk,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,pyrrolidinium,bistriflamides,2.3979400086720375
Slyri,CCCCC[n+]1ccn(C)c1.O=C([O-])O,imidazolium,carboxylates,2.035829825252828
SmYXt,CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.5809249756756194
SyDAq,Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,2.499687082618404
TBzCO,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.954724790979063
TOZMR,CCCCCC[n+]1ccn(C)c1.N#Cc1ccc[n-]1,imidazolium,cyclic amides,2.3783979009481375
TOwXc,C[N+](C)(C)CCO.CC(N)C(=O)[O-],ammonium,carboxylates,3.3171836295143864
TXAGu,CCC[N+]1(C)CCOCC1.CC(=O)NC(C)C(=O)[O-],morpholinium,carboxylates,3.549738731264899
TaAMC,COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.8893017025063104
