entry_id,smiles,cation_family,anion_family,value
dhAcV,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.393
dlqiF,C[NH2+]CCO.CCCC(=O)[O-],ammonium,carboxylates,1.5629000000000002
dqlih,CC[n+]1ccccc1.CCOS(=O)(=O)[O-],pyridinium,sulfates,1.711
eTAGc,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,sulfonium,bistriflamides,1.2425
eYHgz,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2305
emAFD,CC[NH2+]CC.CC(=O)[O-],ammonium,carboxylates,1.608
fLukf,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.24
fOjKC,CCC[NH3+].CC(=O)[O-],ammonium,carboxylates,1.508
fTLpO,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,pyrrolidinium,amides,1.81
fdjwz,C[N+](C)(C)CCO.NCC(=O)[O-],ammonium,carboxylates,2.1424000000000003
fkono,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,triazolium,sulfonates,1.3449200000000001
fksbP,C[NH+](C)C.O=S(=O)([O-])O,ammonium,sulfates,1.564
fqaBc,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.278
fqeEs,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.6792
ftAgt,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4235
fzmyb,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.658
gMuhs,CCCCCCCCn1cc[n+](C)c1.[Cl-],imidazolium,inorganics,1.721
gdtZL,CCC[NH3+].CC(=O)[O-],ammonium,carboxylates,1.4907000000000001
gkAJk,C[N+]1=C(O)CCC1.CCC(=O)[O-],amidium,carboxylates,1.4425999999999999
gnfnp,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.6571
gpOQm,OCC[NH2+]c1ccccc1.CCCCCC(=O)[O-],ammonium,carboxylates,1.4825
gsuWP,CCn1cc[n+](CC)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.6228
hUeak,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],pyrrolidinium,sulfates,1.7415999999999998
hdWGY,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.22682
htNiq,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,pyrrolidinium,amides,1.8095999999999999
iIRcy,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.299
iOSoG,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2279
iUgmZ,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.679
iiQmk,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.2408
itYqA,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.679
ivUzp,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2399
ivtcj,CCC[N+]1(C)CCOCC1.CC(=O)NC(C)C(=O)[O-],morpholinium,carboxylates,1.9
jQqJN,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.2688
jzNrL,C[N+]1=C(O)CCC1.O=C[O-],amidium,carboxylates,1.4783
kBZxx,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.2638
kSjMN,CCc1cccc[n+]1C.COS(=O)(=O)[O-],pyridinium,sulfates,1.856
kZSkn,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,pyrrolidinium,sulfonates,1.4601
kdwof,CCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2691
kezmH,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,1.2289
kfOGW,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CCCCCC(=O)[O-],ammonium,carboxylates,1.3662
kiCrn,CCCCCC[N+]1(C)CCOCC1.CC(=O)NC(CC(C)C)C(=O)[O-],morpholinium,carboxylates,1.7664000000000002
kkexO,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CCCCCCCC(=O)[O-],ammonium,carboxylates,1.3753
knnmS,CCCCCC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,1.6695
koxLB,CCCC[n+]1ccn(C)c1.CC(=O)[O-],imidazolium,carboxylates,1.6498
lJQTF,C[n+]1ccccc1.COS(=O)(=O)[O-],pyridinium,sulfates,1.8758
lJfAB,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.408
lKuix,CCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2783
lPBgi,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4228
lVvzi,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.6545999999999998
lYAXY,CCC[NH3+].O=C[O-],ammonium,carboxylates,1.5427
llasK,CCCCn1cc[n+](C)c1.CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,imidazolium,carboxylates,1.6022
lxguD,CCCC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,1.768
lyIdb,C[NH2+]CCO.CCCCC(=O)[O-],ammonium,carboxylates,1.5163
mFqmi,CC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,1.787
mVEBH,C[NH2+]CCO.CC(=O)[O-],ammonium,carboxylates,1.79509375
mWCxM,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,pyridinium,amides,1.7572
mgfmH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.24
mldLC,CCCCCC[n+]1cc(C)cc(C)c1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.303
mngBm,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.6549
mulgo,CCCC[N+](C)(C)CC.CCOS(=O)(=O)[O-],ammonium,sulfates,1.8179
mvXQu,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2866
mvbuV,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.6584
nSAPV,CC[NH+](CC)CC.CC(=O)[O-],ammonium,carboxylates,1.84
nTtjI,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.393
natnY,CN(C)C(=[NH2+])N(C)C.CCCCCCCC(=O)[O-],guanidinium,carboxylates,1.481
navld,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.683
neQHR,CCCCCCCCn1cc[n+](C)c1.N#C[S-],imidazolium,inorganics,1.6151
nibcG,CCCCCCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2953
nkJXS,C[N+]1=C(O)CCC1.CCCCCC(=O)[O-],amidium,carboxylates,1.4142000000000001
oSUfz,CC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,1.851
odHZY,CCCCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,1.5872
oebRM,C[NH2+]CCO.CCCCC(=O)[O-],ammonium,carboxylates,1.5491625
ofvfQ,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.22685
osgcq,CCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2764000000000002
owUJK,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.255
pDFPr,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,pyrrolidinium,sulfonates,1.4614
pHdup,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4435
pZrXl,CCCCCC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,1.669
qCgCC,CC[NH+](CC)CC.CC(=O)[O-],ammonium,carboxylates,1.84
qHjmR,CC(C)COC(=O)C1CCC[NH2+]1.CCCCCCCCCCCCOS(=O)(=O)[O-],pyrrolidinium,sulfates,1.4292
qVGlI,CC[N+]1(C)CCOCC1.CCC(C)C(NC(C)=O)C(=O)[O-],morpholinium,carboxylates,1.8562
qeCzF,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.424
qzsje,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.679
rHpWJ,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.73
rIZIM,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.3932
rPLWf,CC[NH2+]CC.CC(=O)[O-],ammonium,carboxylates,1.608
rTglz,CCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2652999999999999
rVjkt,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.658
rXqCQ,C[N+](C)(C)CCO.CC(O)C(=O)[O-],ammonium,carboxylates,1.9118
rbDpC,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4078
rcdmU,C[NH+](C)C.CC(=O)[O-],ammonium,carboxylates,1.544
rjKhF,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4437
rypeB,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.391
sCKoY,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.436
sJqbu,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.231
sRaEK,CN(C)C(=[NH2+])N(C)C.CCCCCCC(=O)[O-],guanidinium,carboxylates,1.518
sRclO,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.2706
sYCnM,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4424000000000001
semlF,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.6714
swDdZ,OCC[NH2+]c1ccccc1.CCC(=O)[O-],ammonium,carboxylates,1.539
syjLG,CCCCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,1.5875
tLGLF,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,pyridinium,amides,1.7572
tLidM,CC1CCC(C(C)C)C(OCn2cc[n+](C)c2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2832000000000001
tSXUF,CCCCCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2886
tUoae,CCCCCCCCn1cc[n+](C)c1.[Cl-],imidazolium,inorganics,1.6872
tiyJw,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4438
tszqv,CCCC[NH+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,1.192
tyDXb,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.2681
tyUFF,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.436
uLEUE,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.232
uXBTW,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2402
ummaR,CC[NH+](CC)CC.CC(=O)[O-],ammonium,carboxylates,1.84
usCJq,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.2483
uuAuK,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.244
vIeit,C[n+]1ccccc1.COS(=O)(=O)[O-],pyridinium,sulfates,1.8764
vMKTM,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.755
vVbpp,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.39275
vYOOa,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,1.682
vifUc,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.2688
wAmKA,Cn1cc[n+](C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.813
wBYhS,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,1.2995
wHSFl,CCCC[n+]1ccn(C)c1.[Cl-],imidazolium,inorganics,1.874
wRWaX,CC[NH+](CC)CC.O=P([O-])(O)O,ammonium,organic phosphates,1.794
wTPfm,C[NH2+]CCO.CCC(=O)[O-],ammonium,carboxylates,1.69036875
wWPkN,C[NH2+]CCO.CCCC(=O)[O-],ammonium,carboxylates,1.6149499999999999
wYGum,CC[NH+](CC)CC.O=S(=O)([O-])O,ammonium,sulfates,1.874
wgiNR,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2273
wnkQX,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4235
wshtb,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.269
wtpSE,CCCC[N+]1(C)CCOCC1.CC(=O)NC(C(=O)[O-])C(C)C,morpholinium,carboxylates,1.7855999999999999
wvtBF,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,pyrrolidinium,sulfonates,1.461
xCDjj,CCCCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,1.5880999999999998
xNmKR,CC[NH3+].O=[N+]([O-])[O-],ammonium,inorganics,1.64
xqVWo,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2304000000000002
xutTm,[NH3+]CCO.CC(O)C(=O)[O-],ammonium,carboxylates,1.8654000000000002
xvdBM,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,triazolium,sulfonates,1.3874300000000002
yJWTc,CC[n+]1ccn(C)c1.[Cl-],imidazolium,inorganics,1.935
yJbGc,CCCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2812000000000001
yORiv,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,1.269
yiIMZ,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2792999999999999
yjSem,Cn1cc[n+](C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,1.811
yjxaH,C[NH+](C)C.CC(=O)[O-],ammonium,carboxylates,1.544
ylMfj,CCCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.222
zDgMu,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,phosphonium,amides,1.526
zERgW,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4203
zFKsY,CCC[N+]1(C)CCOCC1.CC(=O)NC(C(=O)[O-])C(C)C,morpholinium,carboxylates,1.8525
zQuDb,CCCC[n+]1ccn(C(CC)CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2121499999999998
znRLa,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.2403
znogF,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,1.4243
znpnx,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,1.4358
