smiles,MP
[O-]C(=O)C1=CC=CC=C1.CCN1C=C(C)[N+](CC)=C1,16.0
CCN1C=C(C)[N+](CC)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-22.0
[O-]S(=O)(=O)C(F)(F)F.CCN1C=C(C)[N+](CC)=C1,35.0
[Cl-].CCCN1C=C[N+](CC)=C1CC,138.0
CCCN1C=C[N+](C)=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,15.0
CCCN1C=C[N+](C)=C1C.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,34.0
F[P-](F)(F)(F)(F)F.CCCN1C=C[N+](C)=C1C,78.0
CCC1=[N+](CC)C=CN1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,28.0
[O-]S(=O)(=O)C(F)(F)F.CCC1=[N+](CC)C=CN1C,113.0
F[B-](F)(F)F.CCCC[N+]1=C(C)N(C)C=C1,37.0
CCCC[N+]1=C(C)N(C)C=C1.O=C1[N-]S(=O)(=O)C2=CC=CC=C12,70.0
CCCC[N+]1=C(C)N(C)C=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,60.0
CCCC[N+]1=C(C)N(C)C=C1.[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F,13.0
CCCC[N+]1=C(C)N(C)C=C1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-14.0
CCCC[N+]1=C(C)N(C)C=C1.CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS([O-])(=O)=O,36.0
F[P-](F)(F)(F)(F)F.CCCC[N+]1=C(C)N(C)C=C1,40.0
[O-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+]1=C(C)N(C)C=C1,-38.0
[Cl-].CC1=[NH+]C=CN1CCCC#N,105.0
F[B-](F)(F)F.CC1=[NH+]C=CN1CCCC#N,40.0
F[P-](F)(F)(F)(F)F.CC1=[NH+]C=CN1CCCC#N,85.0
[O-][Cl](=O)(=O)=O.CN1C=C([N+]([O-])=O)[N+](C)=C1,172.0
[O-][N+]([O-])=O.CN1C=C([N+]([O-])=O)[N+](C)=C1,163.0
CN1C=C[N+]2=C1CCC2.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,84.0
CCCCCC[N+]1=C(C)N(C)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-5.0
[Br-].CCN1C=C[N+](=C1)C(C)CO,6.0
[Br-].CCN1C=C[N+](=C1)C(CO)C(C)C,12.0
[Br-].CCN1C=C[N+](=C1)C(CO)CC(C)C,16.0
C[N+]1=C2CCCCN2C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,47.0
CCN1C=C[N+](CC)=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-22.0
[O-][Cl](=O)(=O)=O.CN1C=C([N+]([O-])=O)[N+](C)=C1C,186.0
[O-][N+]([O-])=O.CN1C=C([N+]([O-])=O)[N+](C)=C1C,161.0
[O-][Cl](=O)(=O)=O.CC[N+]1=C(C)N(C)C=C1[N+]([O-])=O,146.0
[O-][N+]([O-])=O.CC[N+]1=C(C)N(C)C=C1[N+]([O-])=O,65.0
[I-].CN1C(C)=C(C)[N+](C)=C1C,213.0
CN1C(C)=C(C)[N+](C)=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,118.0
F[P-](F)(F)(F)(F)F.CN1C(C)=C(C)[N+](C)=C1C,166.0
CCCC[N+]1=NN(C)C2=CC=CC=C12.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,29.0
CS([O-])(=O)=O.CCCC[N+]1=NN(C)C2=CC=CC=C12,57.0
CC1=CC=C(C=C1)S([O-])(=O)=O.CCCC[N+]1=NN(C)C2=CC=CC=C12,120.0
[Br-].CN1N=[N+](CC2=CC=CC=C2)C2=CC=CC=C12,173.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CN1N=[N+](CC2=CC=CC=C2)C2=CC=CC=C12,69.0
CS([O-])(=O)=O.CN1N=[N+](CC2=CC=CC=C2)C2=CC=CC=C12,92.0
CC1=CC=C(C=C1)S([O-])(=O)=O.CN1N=[N+](CC2=CC=CC=C2)C2=CC=CC=C12,143.0
[I-].CN1C=N[N+](CCN=[N+]=[N-])=C1,54.0
[O-][Cl](=O)(=O)=O.C[N+]1=CN(CCN=[N+]=[N-])C=N1,63.0
[O-][N+]([O-])=O.[N-]=[N+]=NCC[NH+]1C=NC=N1,99.0
[Br-].NN1C=N[N+](CCN=[N+]=[N-])=C1,85.0
[O-][N+]([O-])=O.NN1C=N[N+](CCN=[N+]=[N-])=C1,70.0
[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1=CN(CCC(F)(F)F)C=N1,33.0
CCCC[N+]1=CN(CCC(F)(F)F)C=N1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,69.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCN1C=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=N1,55.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCN1C=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=N1,53.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CN1C=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=N1,62.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCN1C=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=N1,28.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCN1C=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=N1,22.0
F[B-](F)(F)F.CCCCCCC[N+]1=CN(C=N1)C(C)F,52.0
[O-]S(=O)(=O)C(F)(F)F.CCCCCCCCCC[N+]1=CN(C=N1)C(C)F,46.0
[Br-].CCCCCCCN1C=[N+](CC(O)C(F)(F)F)C=N1,98.0
[O-][N+]([O-])=O.CN1C=[N+](C)C=N1,1.0
[O-][Cl](=O)(=O)=O.C[N+]1=CN(N)C=N1,86.0
[O-][N+]([O-])=O.C[N+]1=CN(N)C=N1,54.0
[N-]=[N+]=[N-].C[N+]1=CN(N)C=N1,43.0
[O-][Cl](=O)(=O)=O.C[NH+]1C=NC(N=[N+]=[N-])=N1,55.0
[O-][N+]([O-])=O.C[NH+]1C=NC(N=[N+]=[N-])=N1,66.0
C[NH+]1C=NC(N=[N]#N)=N1.O=C(ON(=O)=O)C1=N[N-]N=N1,-38.0
C[NH+]1C=NC(N=[N+]=[N-])=N1.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,80.0
[O-][N+]([O-])=O.CC1=NC(N=[N+]=[N-])=N[NH2+]1,118.0
[O-][N+]([O-])=O.[N-]=[N+]=NC1=N[NH2+]C=N1,147.0
[N-]=[N+]=NC1=N[NH2+]C=N1.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,92.0
[O-][N+]([O-])=O.[N-]=[N+]=NC1=NC(N=[N+]=[N-])=N[NH2+]1,97.0
[O-][Cl](=O)(=O)=O.CN1C=[N+](C)N=C1N=[N+]=[N-],68.0
[O-][N+]([O-])=O.CN1C=[N+](C)N=C1N=[N+]=[N-],98.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCN1C=[N+](CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)C=N1,-55.0
[O-][Cl](=O)(=O)=O.N[NH+]1C=NC=N1,91.0
[O-][N+]([O-])=O.N[NH+]1C=NC=N1,121.0
[NH3+]N1C=NN=C1.O=C(ON(=O)=O)C1=N[N-]N=N1,102.0
[NH3+]N1C=NN=C1.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,137.0
[NH3+]N1C=NN=C1.O=N(=O)C1=NC=N[N-]1,64.0
[O-][Cl](=O)(=O)=O.[NH3+]N1C=NN=C1,83.0
[O-][N+]([O-])=O.[NH3+]N1C=NN=C1,69.0
[O-][Cl](=O)(=O)=O.CN1C=N[N+](N)=C1,108.0
[O-][Cl](=O)(=O)=O.N[NH+]1N=CN=C1N,138.0
[O-][N+]([O-])=O.N[NH+]1N=CN=C1N,159.0
N[NH+]1N=CN=C1N.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,153.0
[NH2+]1C=NC=N1.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,156.0
C[NH+]1C=NC=N1.[O-]C(=O)C1=NC(=C(N1)[N+]([O-])=O)[N+]([O-])=O,102.0
F[P-](F)(F)(F)(F)F.CCCC[N+]1=NN(CC)C2=CC=CC=C12,101.0
[Br-].CCCCN1N=[N+](CCCC)C2=CC=CC=C12,88.0
F[B-](F)(F)F.CCCCN1N=[N+](CCCC)C2=CC=CC=C12,85.0
F[P-](F)(F)(F)(F)F.CCCCN1N=[N+](CCCC)C2=CC=CC=C12,113.0
[I-].CN1C(C)=[N+](CCCF)N=C1C(F)(F)F,115.0
CN1C(C)=[N+](CCCF)N=C1C(F)(F)F.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,49.0
[O-][Cl](=O)(=O)=O.CN1N=C([N+](C)=C1C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.0
F[B-](F)(F)F.CN1N=C([N+](C)=C1C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,98.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CN1N=C([N+](C)=C1C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,81.0
[O-][Cl](=O)(=O)=O.CN1C(C)=[N+](C)N=C1C(F)(F)F,128.0
F[B-](F)(F)F.CN1C(C)=[N+](C)N=C1C(F)(F)F,130.0
CN1C(C)=[N+](C)N=C1C(F)(F)F.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,70.0
[O-]S(=O)(=O)C(F)(F)F.CN1C(C)=[N+](C)N=C1C(F)(F)F,137.0
[O-][N+]([O-])=O.CN1C=C[N+](N)=N1,87.0
[N-]=[N+]=[N-].CN1C=C[N+](N)=N1,50.0
[O-][N+]([O-])=O.CCN1C=C[N+](N)=N1,31.0
[O-][N+]([O-])=O.CCCN1C=C[N+](N)=N1,34.0
[O-][N+]([O-])=O.N[N+]1=NN(CC=C)C=C1,10.0
[O-][N+]([O-])=O.CCCCN1C=C[N+](N)=N1,49.0
[Br-].NN1C=N[N+](CCBr)=C1,131.0
C[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,105.0
N#C[N-]C#N.C[N+]1(C)CCCC1,115.0
C[N+]1(C)CCCC1.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,14.0
C[N+]1(C)CCCC1.CS(=O)(=O)[N-]S(C)(=O)=O,48.0
CS([O-])(=O)=O.C[N+]1(C)CCCC1,200.0
C[N+]1(C)CCCC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,198.0
C[N+]1(C)CCCC1.CC1=CC=C(C=C1)S([O-])(=O)=O,167.0
C[N+]1(C)CCCC1.OC(=O)C=CC([O-])=O,74.0
C[N+]1(C)CCCC1.OC(=O)C1=CC=CC=C1C([O-])=O,88.0
N#C[N-]C#N.CC[N+]1(C)CCCC1,-10.0
CS([O-])(=O)=O.CC[N+]1(C)CCCC1,40.0
CC[N+]1(C)CCCC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,176.0
CC[N+]1(C)CCCC1.CC1=CC=C(C=C1)S([O-])(=O)=O,120.0
N#C[N-]C#N.CCC[N+]1(C)CCCC1,-35.0
CCC[N+]1(C)CCCC1.FS(=O)(=O)[N-]S(F)(=O)=O,-18.0
CS([O-])(=O)=O.CCC[N+]1(C)CCCC1,80.0
CCC[N+]1(C)CCCC1.CC1=CC=C(C=C1)S([O-])(=O)=O,80.0
F[B-](F)(F)F.CCCC[N+]1(C)CCCC1,78.0
F[B-](F)(F)C(F)(F)F.CCCC[N+]1(C)CCCC1,-18.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,22.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,53.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61.0
N#C[N-]C#N.CCCC[N+]1(C)CCCC1,-55.0
CS(=O)(=O)[N-]S(C)(=O)=O.CCCC[N+]1(C)CCCC1,-58.0
CS([O-])(=O)=O.CCCC[N+]1(C)CCCC1,63.0
CCCC[N+]1(C)CCCC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.0
CCCC[N+]1(C)CCCC1.CC1=CC=C(C=C1)S([O-])(=O)=O,115.0
OP(O)([O-])=O.CCCC[N+]1(C)CCCC1,112.0
CC([O-])=O.CCCC[N+]1(C)CCCC1,81.0
N#C[N-]C#N.CCCCCC[N+]1(C)CCCC1,-55.0
CS(=O)(=O)[N-]S(C)(=O)=O.CCCCCC[N+]1(C)CCCC1,-55.0
CS([O-])(=O)=O.CCCCCC[N+]1(C)CCCC1,86.0
CCCCCC[N+]1(C)CCCC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,120.0
CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCC[N+]1(C)CCCC1,137.0
COC(=O)C[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-42.0
CCCCC[N+]1(C)CCCC1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,117.0
C[NH+]1CCCC1.[O-]C(=O)C(F)(F)F,38.0
[O-]C=O.C[NH+]1CCCC1,-32.0
F[B-](F)(F)F.COC[N+]1(C)CCCC1,-18.0
COC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-21.0
F[B-](F)(F)C(F)(F)F.COC[N+]1(C)CCCC1,-4.0
COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,26.0
F[B-](F)(F)F.COCC[N+]1(C)CCCC1,12.0
F[B-](F)(F)C(F)(F)F.COCC[N+]1(C)CCCC1,-16.0
COCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-3.0
CCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-4.0
CC[N+]1(CC(=O)OC)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-42.0
CC1(C)CC(N)CC(C)(C)[NH2+]1.FC(F)(F)C(=O)[CH-]C(=O)C(F)(F)F,88.0
CC1(C)CC(N)CC(C)(C)[NH2+]1.FC(F)(F)C(=O)[CH-]C(=O)C1=CC=CO1,152.0
F[B-](F)(F)C(F)(F)F.COCC[N+]1(C)CCCCC1,-16.0
COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-15.0
COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,-9.0
COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20.0
F[B-](F)(F)F.CCCC[N+]1(C)CCCCC1,146.0
F[B-](F)(F)C(F)(F)F.CCCC[N+]1(C)CCCCC1,12.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,41.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,81.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,92.0
F[B-](F)(F)F.CCCCCCCC[N+]1(C)CCCCC1,92.0
[O-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+]1(C)CCCCC1,47.0
CC[NH+]1CCC=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,45.0
[I-].CCC[NH+]1CCC=C1C,85.0
CCC[NH+]1CCC=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,19.0
[I-].CCCC[NH+]1CCC=C1C,111.0
CCCC[NH+]1CCC=C1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,36.0
F[B-](F)(F)F.CCCC[N+]1=CC=CC=C1,15.0
CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,26.0
CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.0
[O-]C(=O)C1=CC=CC=C1.CCCC[N+]1=CC=CC=C1,11.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCC[N+]1=CC=CC=C1,106.0
CCCCCCCCCCCC[N+]1=CC=CC=C1.FC(F)(F)C1=CC(=CC(=C1)[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,64.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCC[N+]1=CC=CC=C1,124.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,126.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,126.0
[O-]C(=O)C1=CC=CC=C1.CCCC[N+]1=CC=C(C)C=C1,10.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCC[N+]1=CC=CC(C)=C1,55.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCC[N+]1=CC=C(C)C=C1,56.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCC[N+]1=CC=CC(C)=C1,68.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCC[N+]1=CC=C(C)C=C1,71.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCC[N+]1=CC=CC(C)=C1,74.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCC[N+]1=CC=C(C)C=C1,75.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCCCC[N+]1=CC=CC(C)=C1,87.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCCCCCCC[N+]1=CC=C(C)C=C1,88.0
[Cl-].N#CCCC[N+]1=CC=CC=C1,101.0
F[B-](F)(F)F.N#CCCC[N+]1=CC=CC=C1,62.0
N#CCCC[N+]1=CC=CC=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-65.0
F[P-](F)(F)(F)(F)F.N#CCCC[N+]1=CC=CC=C1,95.0
CC[N+]1=CC=CC=C1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-11.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(CC[N+]1=CC=CC=C1)C(F)(F)S(F)(F)(F)(F)F,33.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(CCCC[N+]1=CC=CC=C1)C(F)(F)S(F)(F)(F)(F)F,18.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(CC[N+]1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,36.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FCCC[N+]1=CC=C(C=C1)C1=CC=NC=C1,62.0
[O-]S(=O)(=O)C(F)(F)F.FCCC[N+]1=CC=C(C=C1)C1=CC=NC=C1,88.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,67.0
[O-]S(=O)(=O)C(F)(F)F.FC(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,98.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,52.0
[O-]S(=O)(=O)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,104.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,94.0
[O-]S(=O)(=O)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=C(C=C1)C1=CC=NC=C1,109.0
[Br-].CCCC[N+]1=CC(C)=CC(C)=C1,95.0
[Br-].CCCC[N+]1=CC=C(C=C1)N(C)C,222.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCOC(=O)C1=CC=C[N+](CCCC)=C1,15.0
CCCCCC[N+]1=CC(C)=CC(C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,10.0
[Br-].CCCCCC[N+]1=CC=C(C=C1)N(C)C,196.0
[Br-].CCCCCC[N+]1=CC=C(N(C)C)C(C)=C1,119.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCC[N+]1=CC=C(N(C)C)C(C)=C1,-2.0
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)N1CCC(C)CC1,37.0
OP(O)([O-])=O.OS(=O)(=O)CCC[N+]1=CC=CC=C1,90.0
CCCCCCCCCCCC[N+]1=CC=C2C=CC=CC2=C1.FC(F)(F)C1=CC(=CC(=C1)[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,72.0
CCCCCCCCCCCCCCCCCC[N+]1=CC=C2C=CC=CC2=C1.FC(F)(F)C1=CC(=CC(=C1)[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,31.0
[I-].CCCC[N+]1=C(SC[C@H]1CC)C(C)C,137.0
F[B-](F)(F)F.CCCC[N+]1=C(SC[C@H]1CC)C(C)C,111.0
F[P-](F)(F)(F)(F)F.CCCC[N+]1=C(SC[C@H]1CC)C(C)C,136.0
F[P-](F)(F)(F)(F)F.CCCCCCCCCCCC[N+]1=C(SC[C@H]1CC)C(C)C,42.0
C[S+](C)C.F[B-](F)(F)F,217.0
C[S+](C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,45.0
C[S+](C)C.N#C[N-]C#N,-1.0
C[S+](C)C.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,32.0
CC[S+](CC)CC.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,32.0
CCCC[S+](CCCC)CCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-8.0
CC[S+](C)C.N#C[N-]C#N,-28.0
C[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,136.0
CC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,105.0
CC[N+](C)(C)C.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,-10.0
F[B-](F)(F)F.COC[N+](C)(C)C,46.0
COC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,5.0
CCC[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,19.0
CCC[N+](C)(C)C.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,10.0
CCC[N+](C)(C)C.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,19.0
CC(C)[N+](C)(C)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,129.0
CC(C)[N+](C)(C)C.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,29.0
CC[N+](C)(C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,96.0
C[N+](C)(C)CC=C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,41.0
C[N+](C)(C)CC=C.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,-3.0
C[N+](C)(C)CC#C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,45.0
F[B-](F)(F)F.COC=C(C)[NH+](C)C,-16.0
COC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,51.0
CCC[N+](C)(C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-14.0
CC[N+](C)(CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,129.0
CC[N+](C)(CC)CC.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,20.0
CC[N+](C)(CC)CC.O=C1[N-]S(=O)(=O)C2=CC=CC=C12,26.0
CCOC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,47.0
CC[N+](C)(C)CCOC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,48.0
CC[N+](CC)(CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,105.0
CC[N+](CC)(CC)CC.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,83.0
CC[N+](CC)(CC)CC.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,20.0
CC[N+](CC)(CC)CC.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,69.0
CC[N+](CC)(CC)CC.[O-]S(=O)(=O)OCC(F)(F)F,5.0
CC[N+](CC)(CC)CC.[O-]S(=O)(=O)OCC(F)(F)C(F)F,-9.0
CC[N+](CC)(CC)CC.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-13.0
