cation_id,anion_id,solute_id,reference_id,T,idac,cation_smiles,anion_smiles,solute_smiles,smiles,temperature,value
"im-6,1",bf4,1-hexene,bahlmann-2009,328.19,12.13,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCC,0.25025000000000014,2.495681722955959
"im-6,1",bf4,1-hexene,bahlmann-2009,338.17,11.91,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCC,0.31262500000000026,2.477378383367209
"im-6,1",bf4,1-hexene,bahlmann-2009,348.15,11.42,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCC,0.375,2.435366204227864
"im-6,1",bf4,1-heptene,bahlmann-2009,318.11,19.64,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCC,0.18725000000000022,2.97756830292632
"im-6,1",bf4,1-heptene,bahlmann-2009,328.19,19.3,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCC,0.25025000000000014,2.9601050959108397
"im-6,1",bf4,1-heptene,bahlmann-2009,338.14,18.75,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCC,0.31243750000000003,2.9311937524164198
"im-6,1",bf4,1-heptene,bahlmann-2009,348.11,18.01,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCC,0.37475000000000025,2.8909271591878647
"im-6,1",bf4,1-octene,bahlmann-2009,318.11,29.42,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCC,0.18725000000000022,3.3816747151732915
"im-6,1",bf4,1-octene,bahlmann-2009,328.19,28.11,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCC,0.25025000000000014,3.3361253849184407
"im-6,1",bf4,1-octene,bahlmann-2009,338.14,27.19,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCC,0.31243750000000003,3.3028492586443794
"im-6,1",bf4,1-octene,bahlmann-2009,348.11,25.78,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCC,0.37475000000000025,3.2495989975110415
"im-6,1",bf4,1-decene,bahlmann-2009,318.2,54.64,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCCCC,0.18781250000000008,4.0007662152625345
"im-6,1",bf4,1-decene,bahlmann-2009,328.16,48.72,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCCCC,0.2500625000000003,3.8860896234016415
"im-6,1",bf4,1-decene,bahlmann-2009,338.17,46.0,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CCCCCCCCC,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C=CCCCCCCCC,0.31262500000000026,3.828641396489095
"im-6,1",bf4,benzene,cehreli-2010,303.15,1.385,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,c1ccccc1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.c1ccccc1,0.09375,0.32570013963930183
"im-6,1",bf4,benzene,cehreli-2010,313.15,1.446,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,c1ccccc1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.c1ccccc1,0.15625,0.3688011237365729
"im-6,1",bf4,benzene,cehreli-2010,323.15,1.562,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,c1ccccc1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.c1ccccc1,0.21875,0.44596705141749426
"im-6,1",bf4,benzene,cehreli-2010,333.15,1.912,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,c1ccccc1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.c1ccccc1,0.28125,0.6481498146292095
"im-6,1",bf4,cyclohexene,cehreli-2010,303.15,7.74,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C1=CCCCC1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C1=CCCCC1,0.09375,2.046401687601636
"im-6,1",bf4,cyclohexene,cehreli-2010,313.15,7.632,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C1=CCCCC1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C1=CCCCC1,0.15625,2.0323499341459854
"im-6,1",bf4,cyclohexene,cehreli-2010,323.15,7.496,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C1=CCCCC1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C1=CCCCC1,0.21875,2.014369544936121
"im-6,1",bf4,cyclohexene,cehreli-2010,333.15,7.052,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,C1=CCCCC1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F.C1=CCCCC1,0.28125,1.9533112645356236
"im-2,1",so3-1,n-heptane,blahut-2010,318.15,637.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCC,0.1875,6.456769655572163
"im-2,1",so3-1,n-heptane,blahut-2010,323.15,596.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCC,0.21875,6.39024066706535
"im-2,1",so3-1,n-heptane,blahut-2010,333.15,523.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCC,0.28125,6.259581464064923
"im-2,1",so3-1,n-heptane,blahut-2010,343.15,471.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCC,0.34375,6.154858094016418
"im-2,1",so3-1,n-heptane,blahut-2010,353.15,422.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCC,0.40625,6.045005314036012
"im-2,1",so3-1,n-octane,blahut-2010,318.15,1016.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCCC,0.1875,6.923628628138427
"im-2,1",so3-1,n-octane,blahut-2010,323.15,949.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCCC,0.21875,6.855408798609928
"im-2,1",so3-1,n-octane,blahut-2010,333.15,839.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCCC,0.28125,6.732210706467206
"im-2,1",so3-1,n-octane,blahut-2010,343.15,752.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCCC,0.34375,6.62273632394984
"im-2,1",so3-1,n-octane,blahut-2010,353.15,676.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCCCCCCC,0.40625,6.516193076042964
"im-2,1",so3-1,1-octene,blahut-2010,318.15,374.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C=CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C=CCCCCCC,0.1875,5.924255797414532
"im-2,1",so3-1,1-octene,blahut-2010,323.15,356.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C=CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C=CCCCCCC,0.21875,5.87493073085203
"im-2,1",so3-1,1-octene,blahut-2010,333.15,325.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C=CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C=CCCCCCC,0.28125,5.783825182329737
"im-2,1",so3-1,1-octene,blahut-2010,343.15,300.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C=CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C=CCCCCCC,0.34375,5.703782474656201
"im-2,1",so3-1,1-octene,blahut-2010,353.15,277.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C=CCCCCCC,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C=CCCCCCC,0.40625,5.6240175061873385
"im-2,1",so3-1,cyclohexane,blahut-2010,318.15,123.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C1CCCCC1,0.1875,4.812184355372417
"im-2,1",so3-1,cyclohexane,blahut-2010,323.15,115.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C1CCCCC1,0.21875,4.74493212836325
"im-2,1",so3-1,cyclohexane,blahut-2010,333.15,103.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C1CCCCC1,0.28125,4.634728988229636
"im-2,1",so3-1,cyclohexane,blahut-2010,343.15,93.2,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C1CCCCC1,0.34375,4.534747721691546
"im-2,1",so3-1,cyclohexane,blahut-2010,353.15,84.3,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],C1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].C1CCCCC1,0.40625,4.4343818650078095
"im-2,1",so3-1,methylcyclohexane,blahut-2010,318.15,211.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CC1CCCCC1,0.1875,5.351858133476067
"im-2,1",so3-1,methylcyclohexane,blahut-2010,323.15,198.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CC1CCCCC1,0.21875,5.288267030694535
"im-2,1",so3-1,methylcyclohexane,blahut-2010,333.15,177.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CC1CCCCC1,0.28125,5.176149732573829
"im-2,1",so3-1,methylcyclohexane,blahut-2010,343.15,160.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CC1CCCCC1,0.34375,5.075173815233827
"im-2,1",so3-1,methylcyclohexane,blahut-2010,353.15,147.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CC1CCCCC1,0.40625,4.990432586778736
"im-2,1",so3-1,ethylcyclohexane,blahut-2010,318.15,344.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCC1CCCCC1,0.1875,5.840641657373398
"im-2,1",so3-1,ethylcyclohexane,blahut-2010,323.15,326.0,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCC1CCCCC1,CCn1cc[n+](C)c1.CS(=O)(=O)[O-].CCC1CCCCC1,0.21875,5.786897381366708
