entry_id,smiles,cation_family,anion_family,value
avdnL,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,imidazolium,organic phosphates,0.412
beayX,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCC(=O)[O-],phosphonium,carboxylates,1.113
bectC,CCn1cc[n+](C)c1.CCCCCCOS(=O)(=O)[O-],imidazolium,sulfates,0.514
biqrO,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,0.388
bkEAR,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.479
bogYG,CCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,0.2958
bqRvu,CCCCCCCCCn1cc[n+](CCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.966
bsXVV,CCOCCOCC[n+]1ccn(CCC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.8007500000000001
cLQXV,CCCC[P+](CCCC)(CCCC)CCCC.NC(CS)C(=O)[O-],phosphonium,carboxylates,0.92
cQsIg,CCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,0.6688
cjmhj,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.636
cxvhS,CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],pyridinium,sulfates,0.513
dIVlT,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.36319999999999997
dNklM,N#CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.632
dNxrX,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.567
dPrgL,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],imidazolium,sulfates,0.643
dSVMD,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.709
dTgjW,CC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,0.285
dnYsk,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.469
doaLD,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.53025
dpWLe,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.469
dqNHD,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,imidazolium,phosphates,0.72925
dttSL,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,pyrrolidinium,phosphates,0.733
duBbr,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.408
dwsTt,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.567
eASKT,CCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,pyridinium,sulfonates,0.406
eXAlc,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,imidazolium,carboxylates,0.3489
efvJt,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.407
egEyz,CC[n+]1ccn(C)c1.CC(=O)[O-],imidazolium,carboxylates,0.324
egRIK,CC[NH3+].O=[N+]([O-])[O-],ammonium,inorganics,0.20747
ejZTK,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.565
ejrGk,CC[n+]1ccn(C)c1.CC(=O)[O-],imidazolium,carboxylates,0.32189999999999996
endCs,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.5366000000000001
eoMha,CCCCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,0.344
esnwN,CCCC[n+]1ccccc1.N#C[S-],pyridinium,inorganics,0.3328
euvJg,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.437
fFXtM,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.5818
fKtln,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.715
fOGsv,C[NH2+]CCO.CCC(=O)[O-],ammonium,carboxylates,0.3275
fUHpv,Cn1cc[n+](CCO)c1.CC(N)C(=O)[O-],imidazolium,carboxylates,0.40224
fUcMw,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,0.37575000000000003
fmSWn,Cn1cc[n+](CCO)c1.N#C[N-]C#N,imidazolium,amides,0.2318
fnWzd,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.501
fqWYd,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.626
gJKJr,CCCCCC[n+]1ccc(N(C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.725
gKyOM,CCOCCOCC[n+]1ccn(C(CC)CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.80525
gRTbf,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.429
giFvy,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.4067
giUPj,CCCC[N+](CCCC)(CCCC)CCCC.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],ammonium,sulfonates,1.32
gjPgN,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.512
gqSem,CCCn1cc[n+](C)c1.[Br-],imidazolium,inorganics,0.2812
gtnHp,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,0.38789999999999997
hDgAI,Cn1cc[n+](CCO)c1.O=C([O-])C1CCCN1,imidazolium,carboxylates,0.38993
hGLUK,CCCC[n+]1ccn(C)c1.CCCCCCCCOS(=O)(=O)[O-],imidazolium,sulfates,0.636
hIIQy,CCCCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,imidazolium,bistriflamides,0.6972499999999999
hmOVj,CCCC[N+](C)(CCCC)CCCC.NCCS(=O)(=O)[O-],ammonium,sulfonates,0.827
htuDc,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.525
hupze,CCCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.687
hvcSE,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,0.3944
iDylk,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.3976
iEhvR,CCCCCCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,imidazolium,bistriflamides,0.76675
iGomz,CCCC[S+]1CCCC1.N#C[N-]C#N,cyclic sulfonium,amides,0.395
iHJID,CC[NH3+].O=[N+]([O-])[O-],ammonium,inorganics,0.204
iLOfE,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.658
iOIgy,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.57
iTajZ,CCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,imidazolium,bistriflamides,0.5605
iZUio,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.43360000000000004
idVFT,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,pyrrolidinium,amides,0.3949
idsKh,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,pyrrolidinium,methanides,0.433
ifRyL,Cn1cc[n+](Cc2ccccc2)c1.N#C[N-]C#N,imidazolium,amides,0.335
ijDPp,c1c[nH+]c[nH]1.CCCCCCCC(=O)[O-],imidazolium,carboxylates,0.769
ikdNx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.5348999999999999
ilFJu,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,piperidinium,bistriflamides,0.6074999999999999
insXG,CCCCCCCCn1cc[n+](C)c1.[Br-],imidazolium,inorganics,0.392
ipcBr,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.3648
iqSPl,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,pyridinium,methanides,0.346
ixMXt,Cn1cc[n+](CCO)c1.NCC(=O)[O-],imidazolium,carboxylates,0.32838
jPLNF,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.4077
jSxDV,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,0.365
jdDse,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,0.592
jiMmq,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,0.629
jqOUp,CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-],phosphonium,sulfonates,0.99
kPXUj,C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,0.582
kaCLK,C[N+](C)(C)CCO.NCC(=O)[O-],ammonium,carboxylates,0.387
kdfRz,CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.707
kdtwe,C[NH2+]CCO.CCCCC(=O)[O-],ammonium,carboxylates,0.39982352941176474
kemDt,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,quinlolinium,bistriflamides,0.769
koInz,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.661
kvNKC,CCCCCCCCOC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.776
kxHKK,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.4885
lBNBY,CC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,0.324
lIRUZ,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.51625
lKmbX,CC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,0.2814
lSiRA,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.8254999999999999
lZJXT,CCCCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.045
lZLXk,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,imidazolium,methanides,0.29810000000000003
lcMWk,CCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.993
ldAjs,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.6298
lecvN,CCCC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,0.32
lmTVN,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,imidazolium,methanides,0.428
lvurx,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.4068333333333333
lxnIy,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.567
mBoCL,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.6293
mRprF,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.49075
mSLkD,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.579
mrTeh,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.501
nAzON,CCCn1cc[n+](C)c1.[Br-],imidazolium,inorganics,0.281
nLfab,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.657
nMLEg,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.62
neruC,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,pyridinium,amides,0.368
nnUOP,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.027
ntCrg,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.512
nwZwt,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.528
oWpzb,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.507
obmeN,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.5834
oitOg,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,0.778
onttH,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.596
oobTq,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.63925
owAuH,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,0.37766666666666665
pKGRc,CCCC[N+](C)(CCCC)CCCC.CC(O)C(N)C(=O)[O-],ammonium,carboxylates,0.753
pMAAG,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.5092
pTzwV,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,imidazolium,methanides,0.5422
pVbkZ,CCCCCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.811
pZfjC,CCCC[n+]1ccn(C)c1.[I-],imidazolium,inorganics,0.30973333333333336
piPdX,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.633
qNINq,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,imidazolium,amides,0.37579999999999997
qQsuE,CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.718
qaVjO,CC[n+]1ccn(C)c1.N#C[S-],imidazolium,inorganics,0.277
qqzXZ,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],imidazolium,sulfates,0.38305
qxgoK,C[n+]1ccccc1.COS(=O)(=O)[O-],pyridinium,sulfates,0.299
rJdKO,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.541
rNvdc,CCCC[n+]1ccn(C)c1.[Cl-],imidazolium,inorganics,0.311
rXxUw,CCn1cc[n+](C)c1.CC(O)C(=O)[O-],imidazolium,carboxylates,0.402
sANUB,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.75444
sAUTX,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],imidazolium,sulfonates,0.336
sGMNO,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.577
sSuRH,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.435
sZwML,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,pyrrolidinium,phosphates,0.769
saDns,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.5004
sbtsj,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,imidazolium,amides,0.44439999999999996
sfQxW,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.5963999999999999
svpHG,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.42410000000000003
sxOUR,CCCC[n+]1ccn(C)c1.[I-],imidazolium,inorganics,0.3102
tEDKB,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.36319999999999997
tWWJC,CCCC[n+]1ccn(C)c1.[Br-],imidazolium,inorganics,0.317
tdbqK,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.6288333333333334
thsej,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.5672999999999999
tjvhE,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.592
tklvn,CCCC[n+]1ccccc1.N#C[N-]C#N,pyridinium,amides,0.3717
tnmIl,CCCCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ammonium,bistriflamides,0.972
tnoup,C[NH2+]CCO.CCCC(=O)[O-],ammonium,carboxylates,0.361125
tooGI,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.5061500000000001
tpjVX,CC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,imidazolium,organic phosphates,0.46
tvPgD,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.526
tyOen,CCCC[n+]1ccn(C)c1.[I-],imidazolium,inorganics,0.31
uCUBa,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.503
uKjpL,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.612
uOiHE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,phosphonium,organic phosphates,1.635
uZwEO,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,pyrrolidinium,sulfonates,0.443
upPTh,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyrrolidinium,bistriflamides,0.584
vHWfv,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,phosphonium,bistriflamides,1.366
vQGeT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.6902
vTytZ,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.57
vgrOf,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.583
wNclP,CCCC[P+](CCCC)(CCCC)CCCC.NC(CO)C(=O)[O-],phosphonium,carboxylates,0.748
wltfj,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])C1CCCN1,phosphonium,carboxylates,0.844
wxXzj,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,imidazolium,sulfonates,0.363
xYOaN,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],imidazolium,sulfates,0.4162
yMfmJ,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,0.7545
yVJDl,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],phosphonium,carboxylates,1.098
yYynr,CC[n+]1cccc(C)c1.CCOS(=O)(=O)[O-],pyridinium,sulfates,0.389
yZlMh,CCCCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.778
ykmml,CCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.653
ykzoG,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.4368
zKoLy,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,pyridinium,bistriflamides,0.628
zRcXz,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,imidazolium,phosphates,0.4116
zTmoJ,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,imidazolium,methanides,0.357
zeiJs,CCCCCCCCCCCC[n+]1ccn(COC2CC(C)CCC2C(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,imidazolium,bistriflamides,1.1205
