smiles,MP
CCN(CC)C(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,44.0
CCN(CC)C(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,65.0
C#CCn1cc[n+](CC#C)c1.F[B-](F)(F)F,67.0
CC(CC#N)[B-](F)(F)F.O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,38.0
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.[Br-],58.0
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[B-](F)(F)F,42.0
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[P-](F)(F)(F)(F)F,93.0
Cn1cc[n+](CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F,71.0
C#CCCCn1cc[n+](CCCC#C)c1.[Cl-],65.0
O=S(=O)([O-])C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,73.0
Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,114.0
CC1=NC(C)=C(C)[NH2+]1.[Cl-],194.0
Cc1n(C)cc[n+]1C.[Cl-],189.0
CCn1cc[n+](C)c1C.[Cl-],188.0
CCn1cc[n+](C)c1C.[Br-],141.0
CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,25.0
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,109.0
CCn1cc[n+](C)c1C.O=C([O-])C(F)(F)F,59.0
CC[n+]1cn(C)cc1C.O=S(=O)([O-])C(F)(F)F,6.0
CCn1cc(C)[n+](CC)c1.O=C([O-])c1ccccc1,16.0
CCn1cc(C)[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,35.0
CCCn1cc[n+](CC)c1CC.[Cl-],138.0
CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,34.0
CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,78.0
CCc1n(C)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28.0
CCc1n(C)cc[n+]1CC.O=S(=O)([O-])C(F)(F)F,113.0
CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,37.0
CCCC[n+]1ccn(C)c1C.O=C1[N-]S(=O)(=O)c2ccccc21,70.0
CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,60.0
CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,13.0
CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,36.0
CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,40.0
Cc1[nH+]ccn1CCCC#N.[Cl-],105.0
Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F,40.0
Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F,85.0
Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],172.0
Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-],163.0
Cn1cc[n+]2c1CCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,84.0
CCn1cc[n+](C(C)CO)c1.[Br-],6.0
CCn1cc[n+](C(CO)C(C)C)c1.[Br-],12.0
CCn1cc[n+](C(CO)CC(C)C)c1.[Br-],16.0
C[n+]1ccn2c1CCCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47.0
Cc1n(C)cc([N+](=O)[O-])[n+]1C.[O-][Cl+3]([O-])([O-])[O-],186.0
Cc1n(C)cc([N+](=O)[O-])[n+]1C.O=[N+]([O-])[O-],161.0
CC[n+]1c([N+](=O)[O-])cn(C)c1C.[O-][Cl+3]([O-])([O-])[O-],146.0
CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],65.0
Cc1c(C)[n+](C)c(C)n1C.[I-],213.0
Cc1c(C)[n+](C)c(C)n1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,118.0
Cc1c(C)[n+](C)c(C)n1C.F[P-](F)(F)(F)(F)F,166.0
CCCC[n+]1nn(C)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29.0
CCCC[n+]1nn(C)c2ccccc21.CS(=O)(=O)[O-],57.0
CCCC[n+]1nn(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,120.0
Cn1n[n+](Cc2ccccc2)c2ccccc21.[Br-],173.0
Cn1n[n+](Cc2ccccc2)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69.0
CS(=O)(=O)[O-].Cn1n[n+](Cc2ccccc2)c2ccccc21,92.0
Cc1ccc(S(=O)(=O)[O-])cc1.Cn1n[n+](Cc2ccccc2)c2ccccc21,143.0
Cn1cn[n+](CCN=[N+]=[N-])c1.[I-],54.0
C[n+]1cn(CCN=[N+]=[N-])cn1.[O-][Cl+3]([O-])([O-])[O-],63.0
O=[N+]([O-])[O-].[N-]=[N+]=NCC[NH+]1C=NC=N1,99.0
[Br-].[N-]=[N+]=NCC[n+]1cn(N)cn1,85.0
O=[N+]([O-])[O-].[N-]=[N+]=NCC[n+]1cn(N)cn1,70.0
CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([O-])C(F)(F)F,33.0
CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69.0
CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55.0
CCCCCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,53.0
Cn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62.0
CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28.0
CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,22.0
CCCCCCC[n+]1cn(C(C)F)cn1.F[B-](F)(F)F,52.0
CCCCCCCCCC[n+]1cn(C(C)F)cn1.O=S(=O)([O-])C(F)(F)F,46.0
CCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1.[Br-],98.0
Cn1c[n+](C)cn1.O=[N+]([O-])[O-],1.0
C[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-],86.0
C[n+]1cn(N)cn1.O=[N+]([O-])[O-],54.0
C[n+]1cn(N)cn1.[N-]=[N+]=[N-],43.0
C[NH+]1C=NC(N=[N+]=[N-])=N1.[O-][Cl+3]([O-])([O-])[O-],55.0
C[NH+]1C=NC(N=[N+]=[N-])=N1.O=[N+]([O-])[O-],66.0
C[NH+]1C=NC(N=[N+]=[N-])=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,80.0
CC1=NC(N=[N+]=[N-])=N[NH2+]1.O=[N+]([O-])[O-],118.0
O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C=N1,147.0
O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1.[N-]=[N+]=NC1=N[NH2+]C=N1,92.0
O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C(N=[N+]=[N-])=N1,97.0
Cn1c[n+](C)nc1N=[N+]=[N-].[O-][Cl+3]([O-])([O-])[O-],68.0
Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],98.0
N[NH+]1C=NC=N1.[O-][Cl+3]([O-])([O-])[O-],91.0
N[NH+]1C=NC=N1.O=[N+]([O-])[O-],121.0
O=C(O[N+](=O)[O-])c1nn[n-]n1.[NH3+]n1cnnc1,102.0
O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1.[NH3+]n1cnnc1,137.0
O=[N+]([O-])c1ncn[n-]1.[NH3+]n1cnnc1,64.0
[NH3+]n1cnnc1.[O-][Cl+3]([O-])([O-])[O-],83.0
O=[N+]([O-])[O-].[NH3+]n1cnnc1,69.0
Cn1cn[n+](N)c1.[O-][Cl+3]([O-])([O-])[O-],108.0
NC1=NC=N[NH+]1N.[O-][Cl+3]([O-])([O-])[O-],138.0
NC1=NC=N[NH+]1N.O=[N+]([O-])[O-],159.0
NC1=NC=N[NH+]1N.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,153.0
C1=NC=N[NH2+]1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,156.0
C[NH+]1C=NC=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,102.0
CCCC[n+]1nn(CC)c2ccccc21.F[P-](F)(F)(F)(F)F,101.0
CCCCn1n[n+](CCCC)c2ccccc21.[Br-],88.0
CCCCn1n[n+](CCCC)c2ccccc21.F[B-](F)(F)F,85.0
CCCCn1n[n+](CCCC)c2ccccc21.F[P-](F)(F)(F)(F)F,113.0
Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.[I-],115.0
Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,49.0
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.[O-][Cl+3]([O-])([O-])[O-],90.0
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.F[B-](F)(F)F,98.0
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81.0
Cc1n(C)c(C(F)(F)F)n[n+]1C.[O-][Cl+3]([O-])([O-])[O-],128.0
Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,130.0
Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70.0
Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([O-])C(F)(F)F,137.0
Cn1cc[n+](N)n1.O=[N+]([O-])[O-],87.0
Cn1cc[n+](N)n1.[N-]=[N+]=[N-],50.0
CCn1cc[n+](N)n1.O=[N+]([O-])[O-],31.0
CCCn1cc[n+](N)n1.O=[N+]([O-])[O-],34.0
C=CCn1cc[n+](N)n1.O=[N+]([O-])[O-],10.0
CCCCn1cc[n+](N)n1.O=[N+]([O-])[O-],49.0
Nn1cn[n+](CCBr)c1.[Br-],131.0
C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
C[N+]1(C)CCCC1.N#C[N-]C#N,115.0
C[N+]1(C)CCCC1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14.0
CS(=O)(=O)[N-]S(C)(=O)=O.C[N+]1(C)CCCC1,48.0
CS(=O)(=O)[O-].C[N+]1(C)CCCC1,200.0
C[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,198.0
C[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,167.0
C[N+]1(C)CCCC1.O=C([O-])C=CC(=O)O,74.0
C[N+]1(C)CCCC1.O=C([O-])c1ccccc1C(=O)O,88.0
CC[N+]1(C)CCCC1.CS(=O)(=O)[O-],40.0
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,176.0
CC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,120.0
CCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],80.0
CCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,80.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,78.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,22.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,53.0
CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61.0
CCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],63.0
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.0
CCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,115.0
CCCC[N+]1(C)CCCC1.O=P([O-])(O)O,112.0
CC(=O)[O-].CCCC[N+]1(C)CCCC1,81.0
CCCCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],86.0
CCCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,120.0
CCCCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,137.0
CCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,117.0
C[NH+]1CCCC1.O=C([O-])C(F)(F)F,38.0
COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,26.0
COCC[N+]1(C)CCCC1.F[B-](F)(F)F,12.0
CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,88.0
CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,152.0
COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,146.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,12.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,41.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,81.0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,92.0
CCCCCCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,92.0
CCCCCCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,47.0
CC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
CCC[NH+]1CCC=C1C.[I-],85.0
CCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19.0
CCCC[NH+]1CCC=C1C.[I-],111.0
CCCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36.0
CCCC[n+]1ccccc1.F[B-](F)(F)F,15.0
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26.0
CCCC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.0
CCCC[n+]1ccccc1.O=C([O-])c1ccccc1,11.0
CCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,106.0
CCCCCCCCCCCC[n+]1ccccc1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,64.0
CCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,124.0
CCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126.0
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126.0
CCCC[n+]1ccc(C)cc1.O=C([O-])c1ccccc1,10.0
CCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,55.0
CCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,56.0
CCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,68.0
CCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,71.0
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,74.0
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,75.0
CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,87.0
CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,88.0
N#CCCC[n+]1ccccc1.[Cl-],101.0
F[B-](F)(F)F.N#CCCC[n+]1ccccc1,62.0
F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,95.0
FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,33.0
FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18.0
FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36.0
FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62.0
FCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,88.0
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67.0
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,98.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,52.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,104.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,94.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,109.0
CCCC[n+]1cc(C)cc(C)c1.[Br-],95.0
CCCC[n+]1ccc(N(C)C)cc1.[Br-],222.0
CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.0
CCCCCC[n+]1ccc(N(C)C)cc1.[Br-],196.0
CCCCCC[n+]1ccc(N(C)C)c(C)c1.[Br-],119.0
CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37.0
O=P([O-])(O)O.O=S(=O)(O)CCC[n+]1ccccc1,90.0
CCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,72.0
CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,31.0
CCCC[N+]1=C(C(C)C)SC[C@H]1CC.[I-],137.0
CCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[B-](F)(F)F,111.0
CCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[P-](F)(F)(F)(F)F,136.0
CCCCCCCCCCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[P-](F)(F)(F)(F)F,42.0
C[S+](C)C.F[B-](F)(F)F,217.0
C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
C[S+](C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32.0
CC[S+](CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32.0
C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,136.0
CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
COC[N+](C)(C)C.F[B-](F)(F)F,46.0
COC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.0
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19.0
CCC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.0
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,19.0
CC(C)[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,129.0
CC(C)[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29.0
CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,96.0
C=CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41.0
C#CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45.0
COC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,51.0
CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,129.0
CC[N+](C)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
CC[N+](C)(CC)CC.O=C1[N-]S(=O)(=O)c2ccccc21,26.0
CCOC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,47.0
CC[N+](C)(C)CCOC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,48.0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,83.0
CC[N+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,69.0
CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)F,5.0
CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,46.0
CCCC[N+](C)(C)CC.F[B-](F)(F)F,158.0
CCCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.0
CCCC[N+](C)(C)CCC.N#C[C-](C#N)C#N,7.0
CCCCCC[N+](C)(C)C.F[B-](F)(F)F,126.0
CCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,27.0
CC[N+](C)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,140.0
CC[N+](CC)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,148.0
CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.0
CCC(C)C[N+](CC)(CC)CC.[Br-],100.0
CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105.0
CCC[N+](CCC)(CCC)CCC.O=C1[N-]S(=O)(=O)c2ccccc21,96.0
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20.0
CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[O-],62.0
CCCCCC[N+](CC)(CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,109.0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,90.0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)F,80.0
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,59.0
CCCCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,50.0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,25.0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16.0
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,25.0
CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Br-],74.0
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,11.0
CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],63.0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31.0
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-],75.0
CCCCCCCCCCCCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31.0
CC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,163.0
