cation,anion
Cc1n(C)nn[n+]1N,[O-][Cl+3]([O-])([O-])[O-]
CC1=[NH+]N(N)NN1C,[I-]
CC1=[NH+]N(N)NN1C,[O-][Cl+3]([O-])([O-])[O-]
CC1=[NH+]N(N)NN1C,O=[N+]([O-])[O-]
CCC[N+]1(C)CCOC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+]1(C)CCOC1,F[P-](F)(F)(F)(F)F
CCCC[N+]1(C)CCOC1,F[B-](F)(F)F
CCCC[N+]1(C)CCOC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC[N+]1(CC)CCNCC1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
[NH3+]CC(=O)O,[Cl-]
[NH3+]CC(=O)O,F[B-](F)(F)F
O=[N+]([O-])[O-],[NH3+]CC(=O)O
[NH3+]CC(=O)O,F[P-](F)(F)(F)(F)F
C[C@H]([NH3+])C(=O)O,F[B-](F)(F)F
C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-]
C[C@H]([NH3+])C(=O)O,O=C([O-])C(F)(F)F
O=C(O)[C@@H]1CCC[NH2+]1,F[B-](F)(F)F
O=C(O)[C@@H]1CCC[NH2+]1,O=C([O-])C(F)(F)F
CC(C)[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-]
CC[C@H](C)[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-]
COC(=O)C[NH3+],O=[N+]([O-])[O-]
CCOC(=O)C[NH3+],O=[N+]([O-])[O-]
COC(=O)C(C)[NH3+],F[B-](F)(F)F
COC(=O)C(C)[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC(=O)C(C)[NH3+],O=[N+]([O-])[O-]
COC(=O)C(C)[NH3+],C[C@H](O)C(=O)[O-]
COC(=O)C(C)[NH3+],N#C[S-]
COC(=O)C([NH3+])CO,O=[N+]([O-])[O-]
CC[NH2+]C(C)C(=O)OCC,O=[N+]([O-])[O-]
CC[NH2+]C(C)C(=O)OCC,C[C@H](O)C(=O)[O-]
COC(=O)C1CCC[NH2+]1,O=[N+]([O-])[O-]
COC(=O)C([NH3+])C(C)C,O=[N+]([O-])[O-]
CCOC(=O)C1CCC[NH2+]1,O=[N+]([O-])[O-]
CCC(C)C([NH3+])C(=O)OC,O=[N+]([O-])[O-]
CC(C)C[C@H]([NH3+])C(=O)O,O=[N+]([O-])[O-]
COC(=O)C([NH3+])Cc1ccccc1,O=[N+]([O-])[O-]
CCCn1cc(C[C@@H](NC(=O)c2ccccc2)C(=O)OC)[n+](CCC)c1,[Br-]
COC(=O)[C@@H](Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)c1ccccc1,[I-]
CC(=O)[C@@H](Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)OC(C)(C)C,[I-]
Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+]1(C)CCCC(C)C1,O=S(=O)([O-])C(F)(F)F
CCCCCC[N+]1(C)CCCC(C)C1,O=S(=O)([O-])C(F)(F)F
CCCC[N+]1(C)CCCC(C)C1,O=C([O-])C(F)(F)F
CCCCCC[N+]1(C)CCCC(C)C1,O=C([O-])C(F)(F)F
CCCC[N+]1(C)CCCC(C)C1,[I-]
CCCCCC[N+]1(C)CCCC(C)C1,[I-]
CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCc1c[n+](-c2ccccc2)nn1C,Cc1ccc(S(=O)(=O)[O-])cc1
CCCCc1c[n+](-c2ccccc2)nn1C,O=S(=O)([O-])C(F)(F)F
CCCCc1c[n+](C)nn1C,Cc1ccc(S(=O)(=O)[O-])cc1
Cn1cc[n+](C)n1,Cc1ccc(S(=O)(=O)[O-])cc1
Cn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1
Cn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
CCCCCC[P+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F
CCCCCC[N+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F
CCCCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[N+]1(C)CCCC1,COS(=O)(=O)[O-]
C[N+]1(C)CCCCC1,COS(=O)(=O)[O-]
CC[N+]1(C)CCCCC1,CCOS(=O)(=O)[O-]
C[N+]1(C)CCOCC1,COS(=O)(=O)[O-]
CC[N+]1(C)CCOCC1,COS(=O)(=O)[O-]
CC[N+]1(C)CCOCC1,CCOS(=O)(=O)[O-]
CC[N+](CC)(CCOC)CCOC,O=S(=O)(F)[N-]S(=O)(=O)F
COCC[N+](CCOC)(CCOC)CCOC,O=S(=O)(F)[N-]S(=O)(=O)F
CC[N+](CC)(CCOC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COCC[N+](CCOC)(CCOC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](CCC)(CCC)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](CCCC)(CCCC)CC(=O)OCC,F[B-](F)(F)F
CCOCC[N+](CCOC)=C(N(C)C)N(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
CCCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
CC[P+](CC)(CC)COC,O=S(=O)(F)[N-]S(=O)(=O)F
CCOC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
C=CC[N+](C)(C)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCC[N+](C)(C)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C=CC[N+](CC)(CC)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC(=O)C[N+](C)(C)C,COS(=O)(=O)[O-]
CCOC(=O)C[N+](C)(C)CC,CCOS(=O)(=O)[O-]
CCOC(=O)C[N+](C)(CC)CC,COS(=O)(=O)[O-]
CCOC(=O)C[N+](CC)(CC)CC,CCOS(=O)(=O)[O-]
CCCC[N+](CC)(CC)CC(=O)OCC,CCCCOS(=O)(=O)[O-]
CCC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F
CCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F
COC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C=CC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
CCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
CCCC[n+]1ccn(C)c1,[Cl-]
Cn1cc[n+](C)c1,COS(=O)(=O)[O-]
C=C(C)c1n(C)cc[n+]1CC(=O)c1ccccc1,[Br-]
C=C(c1n(C)cc[n+]1CC(=O)c1ccccc1)C(C)(C)C,[Br-]
C=C(c1ccccc1)c1n(C)cc[n+]1CC(=O)c1ccccc1,[Br-]
CCCn1cc[n+](CCC)c1CC(C)C,[Br-]
C=CCn1cc[n+](CCCCCCCCCC)c1C,[Br-]
C=CC[n+]1ccn(C)c1CCCCCCCCC,[Br-]
CCCCCCCc1n(C)cc[n+]1Cc1ccccc1,[Br-]
CCn1c[n+](CC)c(-c2ccccc2)c1-c1ccccc1,[Br-]
CCCCCCCCCc1n(C)cc[n+]1Cc1ccccc1,[Br-]
CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1C,[Br-]
CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1CCCCC,[Br-]
c1ccc(Cn2c[n+](Cc3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,[Br-]
Cn1cc[n+](C)c1SC#N,[Br-]
Cn1c(Br)c(Br)[n+](C)c1Br,[Br-]
C[n+]1c(N)cn(-c2ccccc2)c1-c1ccccc1,[Br-]
Cc1n(C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
Cc1ccc(C(=O)C[n+]2ccn(-c3ccccc3)c2C)cc1,[Br-]
Nc1cn(-c2ccccc2)c(-c2ccccc2)[n+]1-c1ccccc1,[Br-]
CC(=O)Nc1cn(-c2ccccc2)c(-c2ccccc2)[n+]1C,[Br-]
Cc1c(CCO)[n+](Cc2ccccc2)cn1Cc1ccccc1,[Br-]
Cc1ccc(-[n+]2c(N)cn(-c3ccccc3)c2-c2ccccc2)cc1,[Br-]
Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
COc1ccc(C(=O)C[n+]2ccn(Cc3ccccc3)c2C)cc1,[Br-]
COc1ccc(Cn2cc[n+](CC(=O)c3ccc(C)cc3)c2C)cc1,[Br-]
C=Cn1cc[n+](CC)c1,[Br-]
C=Cn1cc[n+](CCC)c1,[Br-]
C=C[n+]1ccn(CCCC)c1,[Br-]
Cn1cc[n+](C)c1-c1ccccc1,[Br-]
C[n+]1ccn(C(=O)c2ccccc2)c1,[Br-]
O=C(C[n+]1ccn(O)c1)c1ccc(Cl)cc1,[Br-]
On1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-]
COn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-]
CCOn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-]
CCOn1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-]
Cc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
CCOn1cc[n+](Cc2ccc([N+](=O)[O-])cc2)c1,[Br-]
CCc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
C=CCOn1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-]
COc1cc(C[n+]2ccn(O)c2)cc(OC)c1OC,[Br-]
COc1cc(C[n+]2ccn(OC)c2)cc(OC)c1OC,[Br-]
C=CCOn1cc[n+](Cc2ccc3c(c2)OCO3)c1,[Br-]
CN(C)c1ccc(C(=O)C[n+]2ccn(Oc3ccccc3)c2)cc1,[Br-]
CC(C)(C)C(=O)On1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-]
Clc1ccc(C[n+]2ccn(OCCc3ccccc3)c2)c(Cl)c1,[Br-]
CCc1n(Oc2ccccc2)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
Cc1n(OC(=O)C(C)(C)C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
CCc1n(OC(=O)C(C)(C)C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
Cc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1,[Br-]
CCc1n(OCc2ccccc2)cc[n+]1Cc1ccc(Cl)cc1Cl,[Br-]
CCc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1,[Br-]
CCc1n(OCc2ccccc2)cc[n+]1Cc1cc(OC)c(OC)c(OC)c1,[Br-]
Cc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-]
CCc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1OCc1ccc(Cl)cc1Cl,[Br-]
Cc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1OCc1ccc(Cl)cc1Cl,[Br-]
Cc1n(OCc2ccc([N+](=O)[O-])cc2)cc[n+]1OCc1ccc([N+](=O)[O-])cc1,[Br-]
CCc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-]
CCc1n(OCc2c(Cl)cccc2Cl)cc[n+]1OCc1c(Cl)cccc1Cl,[Br-]
CCc1n(OCc2ccc([N+](=O)[O-])cc2)cc[n+]1OCc1ccc([N+](=O)[O-])cc1,[Br-]
Cn1c[n+](CC(=O)c2ccccc2)c(C(N)=O)c1N,[Br-]
Cn1c[n+](C)cc1Cl,[Br-]
CCOC(=O)C(Cn1cc[n+](C)c1)=NO,[Br-]
Cc1n(C)cc[n+]1Cc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCO)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(C)c2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2C)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccccc2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCOc2ccccc2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCCOc2ccccc2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(Cl)c2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc([N+](=O)[O-])cc2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc([N+](=O)[O-])c2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(F)cc2)cn1C,[Br-]
COC(=O)C=Cc1ccc(C[n+]2ccn(C(C)=O)c2)cc1,[Br-]
CCOC(=O)n1cc[n+](Cc2ccc(C=CC(=O)OC)cc2)c1,[Br-]
COC(=O)C=Cc1ccc(C[n+]2ccn(C(=O)c3ccccc3)c2)cc1,[Br-]
CC(=O)n1cc[n+](Cc2ccccc2)c1,[Br-]
ON=CC[n+]1cc[nH]c1C1OCCO1,[Br-]
Cn1cc[n+](CC=NO)c1C1OCCO1,[Br-]
Cc1n(CC2CC(c3ccccc3)(c3ccccc3)C(=O)O2)cc[n+]1Cc1ccccc1,[Br-]
CC(=O)N1CCC(c2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c[n+]2CC(=O)c2ccccc2)CC1,[Br-]
Cn1cc[n+](CC(O)c2ccccc2)c1,[Br-]
CCCCCCCn1cc[n+](CC(=O)c2ccc(NS(C)(=O)=O)cc2)c1,[Br-]
C=CCn1cc(Cl)[n+](C)c1,[Br-]
Cn1cc[n+](C2(C(C)(C)C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)c1,[Br-]
Cc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
Cc1ccccc1C(=O)C[n+]1ccn(C)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccco2)c1,[Br-]
Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1C,[Br-]
Cc1ccc(C(=O)C[n+]2ccn(C)c2)c(C)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccccc2F)c1,[Br-]
COc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-]
Cn1cc[n+](CC(=O)c2cccc(Cl)c2)c1,[Br-]
CCOc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-]
Cn1cc[n+](CC(=O)c2ccc(C#N)cc2)c1,[Br-]
Cc1cc(C)c(C(=O)C[n+]2ccn(C)c2)c(C)c1,[Br-]
Cn1cc[n+](CC(=O)c2cccc3ccccc23)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccc3ccccc3c2)c1,[Br-]
COc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
COc1ccccc1C(=O)C[n+]1ccn(C)c1,[Br-]
CCCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
COc1cccc(C(=O)C[n+]2ccn(C(C)C)c2)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,[Br-]
CC(=O)Nc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
COc1cc(OC)cc(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
COc1ccc(C(=O)C[n+]2ccn(C)c2)cc1OC,[Br-]
COc1cccc(C(=O)C[n+]2ccn(-c3ccccc3)c2)c1,[Br-]
COc1cccc(C(=O)C[n+]2ccn(C)c2)c1OC,[Br-]
COc1ccc(OC)c(C(=O)C[n+]2ccn(C)c2)c1,[Br-]
COc1cccc(C(=O)C[n+]2ccn(C)c2SC(C)C)c1,[Br-]
Cc1ccc(C(=O)C[n+]2cn(C)c(-c3ccccc3)c2-c2ccccc2)cc1,[Br-]
Cc1n(CC(=O)c2ccc(Sc3ccccc3)cc2)cc[n+]1CC(=O)c1ccc(Sc2ccccc2)cc1,[Br-]
C=CCn1cc[n+](CCC#N)c1,[Br-]
Cc1cc(C)c(C)c(C(=O)Cn2cc[n+](CC(=O)c3c(C)c(C)cc(C)c3C)c2)c1C,[Br-]
Cn1cc[n+](CCCCCC(=O)O)c1,[Br-]
C=CC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-]
N#CCCC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-]
N#CCCn1cc(-c2ccccc2)[n+](Cc2ccccc2)c1,[Br-]
COC(=O)c1ccc(NC(=O)C[n+]2cn(CCC#N)cc2-c2ccccc2)cc1,[Br-]
Cc1n(O)cc(Br)[n+]1O,[Br-]
On1cc[n+](O)c1Br,[Br-]
Cc1c(C)[n+](O)c(Br)n1O,[Br-]
N#Cc1n(O)cc(Br)[n+]1O,[Br-]
On1cc(Br)[n+](O)c1-c1ccccc1,[Br-]
Cc1c(C)[n+](Cc2ccc(F)cc2)cn1Cc1ccc(F)cc1,[Br-]
Cn1cc[n+](Cc2ccc(C(=O)c3ccccc3)cc2)c1,[Br-]
Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C,[Br-]
Cc1n(CCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1Cl,[Br-]
Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Cl)cc1,[Br-]
Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-]
CC(C)(C)[n+]1ccn(Cc2ccccn2)c1,[Br-]
CCN(CC)C(=O)C[n+]1ccn(C(C)(C)C)c1,[Br-]
Cn1cc[n+](Cc2ccccc2)c1Sc1ccccc1,[Br-]
CCN(CC)C(=O)C[n+]1ccn(-c2c(C)cc(C)cc2C)c1,[Br-]
CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c(N)c(C(C)(C)C)c1,[Br-]
CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c([N+](=O)[O-])c(C(C)(C)C)c1,[Br-]
CC[n+]1ccn(CCc2ccccc2)c1,[Br-]
c1ccc(Cn2cc[n+](Cc3ccccc3)c2Sc2ccccc2)cc1,[Br-]
CC(C[n+]1ccn(C)c1)=NO,[Br-]
CC[n+]1ccn([C@H](CO)C(C)C)c1,[Br-]
CC[n+]1ccn([C@H](CO)CC(C)C)c1,[Br-]
Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1,[Br-]
CCCCCCCCCCCCCCCCn1cc[n+](CC(C)=NO)c1,[Br-]
CCCCCCCCCCCCCCCCCCOCC(COC[n+]1ccn(C)c1)OCCCCCCCCCCCCCCCCCC,[Br-]
Cc1cscc1OCCC[n+]1ccn(C)c1C,[Br-]
COC(=O)Cn1cc(C(=O)OC)[n+](CC(=O)OC)c1,[Br-]
COC(=O)Cn1cc(C(=O)Nc2ccccc2)[n+](CC(=O)OC)c1,[Br-]
CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCC[n+]1ccn(C)c1)C(=O)OCC,[Br-]
C[n+]1ccn(Cc2cc3ccc2CCc2ccc(c(C4=NC(C)(C)CO4)c2)CC3)c1,[Br-]
CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCC)C(=O)OCCCCCCCCCCC[n+]1ccn(C)c1,[Br-]
C#CC[n+]1ccn(C=C)c1,[Br-]
C#CC[n+]1ccn(CC=C)c1,[Br-]
CC(C)Cn1cc[n+](CC(C)C)c1,[Br-]
CCCCCCNC(=O)Cn1cc[n+](CC(=O)NCCCCCC)c1,[Br-]
Cc1cc(C)c(-[n+]2ccn(Cc3cc4ccc3CCc3ccc(c(P(c5ccccc5)c5ccccc5)c3)CC4)c2)c(C)c1,[Br-]
C=CCn1cc[n+](CCC)c1,[Br-]
C#CCn1cc[n+](CC#C)c1,[Br-]
C=CCn1cc[n+](CCCCC)c1,[Br-]
CCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-]
CCCCCCCCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-]
CC(=O)c1sc(Nc2ccccc2)c(-n2cc[n+](CC(=O)c3ccccc3)c2)c1-c1ccccc1,[Br-]
CCOC(=O)CCCn1c(C)[n+](Cc2ccccc2)c2ccccc21,[Br-]
CCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-]
C[n+]1c(-c2ccccc2C(=O)O)[nH]c2ccccc21,[Br-]
CCCCCCCCCn1c[n+](CCCCCCCCC)c2ccccc21,[Br-]
CCCCCCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-]
Cn1c(-c2ccc([N+](=O)[O-])cc2)[n+](C)c2cc([N+](=O)[O-])ccc21,[Br-]
Cn1c(C(F)(F)F)[n+](C)c2ccccc21,[Br-]
CCc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1C,[Br-]
CCn1c(C)[n+](CCC=O)c2cc(Cl)c(Cl)cc21,[Br-]
Cn1c(C(F)(F)F)[n+](C)c2cc(Cl)ccc21,[Br-]
Cn1c(C(F)(F)F)[n+](C)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-]
CCn1c(Cc2ccccc2)[n+](CCC(C)=O)c2cc(Cl)c(Cl)cc21,[Br-]
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C#N)cc21,[Br-]
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C(=O)OC)cc21,[Br-]
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(S(C)(=O)=O)cc21,[Br-]
CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCO)N(CC)c2cc(C#N)ccc21,[Br-]
CCN1C(=CC=Cc2n(CC)c3c(Br)c(Br)c(Br)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-]
CCN1C(=CC=Cc2n(CC)c3c(Br)c(Cl)c(Cl)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Cl)c(Cl)c(Br)c21,[Br-]
CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCOC(C)=O)N(CC)c2cc(Cl)c(Cl)cc21,[Br-]
CCNS(=O)(=O)c1ccc2c(c1)[n+](CCCCS(=O)(=O)NC(C)=O)c(C=CC=C1Oc3cc(C)c(C)cc3N1CC)n2CC,[Br-]
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCOCCC(=O)O)N(CCOCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
Cc1n(C)c2ccccc2[n+]1CC#N,[Br-]
CCn1c(C)[n+](CC#N)c2ccccc21,[Br-]
Cc1ccc(C(=O)C[n+]2c(N)n(C)c3ccccc32)cc1,[Br-]
Cn1c(N)[n+](CC(=O)c2ccco2)c2ccccc21,[Br-]
CC[n+]1c(-c2cc(C)nc3ccccc23)[nH]c2ccccc21,[Br-]
COc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C,[Br-]
Cn1c[n+](CC(=O)c2ccccc2)c2cc([N+](=O)[O-])ccc21,[Br-]
Cc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1CC(=O)c1ccccc1,[Br-]
CCCCn1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
CCn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc(C)c(C)cc21,[Br-]
COc1ccc2c(c1)[n+](CC(=O)c1ccc([N+](=O)[O-])cc1)cn2C,[Br-]
Cc1n(-c2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-]
Cn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc([N+](=O)[O-])ccc21,[Br-]
CCN(CC)CCn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-]
COc1ccc(OC)c2c1n(Cc1ccccc1)c[n+]2CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-]
CC(C)(C)C(=O)C[n+]1c(N)n(N)c2ccccc21,[Br-]
Nc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
COc1ccc(C(=O)C[n+]2c(N)n(N)c3ccccc32)cc1,[Br-]
CC(C)n1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
COC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-]
