cation,anion
CCOC(=O)[C@@H](C)[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1,F[B-](F)(F)F
CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1,F[B-](F)(F)F
CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1,F[B-](F)(F)F
CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1,F[B-](F)(F)F
CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1,F[B-](F)(F)F
Cn1cc[n+](CCO)c1,[Cl-]
Cn1cc[n+](CCO)c1,F[P-](F)(F)(F)(F)F
COC(=O)C[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC(=O)C[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
CCC(C)[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(C)CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C[n+]1ccn(CCO[Si](C)(C)C)c1,[I-]
C[Si](C)(C)OCCn1cc[n+](CCF)c1,[Br-]
C[Si](C)(C)OCCn1cc[n+](CCC(F)(F)F)c1,[I-]
CCC(=O)C[n+]1ccn(CCC(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[n+]1ccn(CC#N)c1,F[B-](F)(F)F
C[n+]1ccn(CC#N)c1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCC#N)c1,[Cl-]
C[n+]1ccn(CCC#N)c1,F[B-](F)(F)F
C[n+]1ccn(CCC#N)c1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCCC#N)c1,[Cl-]
C[n+]1ccn(CCCC#N)c1,F[B-](F)(F)F
C[n+]1ccn(CCCC#N)c1,CC(CC#N)[B-](F)(F)F
C[n+]1ccn(CCCC#N)c1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCCCC#N)c1,[Cl-]
C[n+]1ccn(CCCCC#N)c1,F[B-](F)(F)F
C[n+]1ccn(CCCCC#N)c1,F[P-](F)(F)(F)(F)F
CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F
CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1,F[P-](F)(F)(F)(F)F
C[n+]1ccn(CCCSC(=S)n2ccnc2)c1,F[P-](F)(F)(F)(F)F
Cn1cc[n+](CCCBr)c1,F[P-](F)(F)(F)(F)F
CCCCn1cc[n+](CC(C)O)c1,[Cl-]
CCCCNC(=O)Cn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
CCCCN(C)C(=O)Cn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
CCN(CC)C(=O)C[n+]1ccn(C)c1,[Br-]
CCN(CC)C(=O)C[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCN(CC)C(=O)C[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
C#CCn1cc[n+](C)c1,CC(CC#N)[B-](F)(F)F
C=CCn1cc[n+](C)c1,F[B-](F)(F)F
C=CCn1cc[n+](C)c1,CC(CC#N)[B-](F)(F)F
C[n+]1ccn(CCCC(=O)O)c1,CC(CC#N)[B-](F)(F)F
C#CCn1cc[n+](CC#C)c1,F[B-](F)(F)F
C#CCn1cc[n+](CC#C)c1,CC(CC#N)[B-](F)(F)F
C=CCn1cc[n+](CC=C)c1,CC(CC#N)[B-](F)(F)F
N#CCCCn1cc[n+](CCCC#N)c1,CC(CC#N)[B-](F)(F)F
O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,CC(CC#N)[B-](F)(F)F
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,[Br-]
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,F[B-](F)(F)F
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,F[P-](F)(F)(F)(F)F
Cn1cc[n+](CC(Br)CBr)c1,F[P-](F)(F)(F)(F)F
C#CCCCn1cc[n+](CCCC#C)c1,[Cl-]
C#CCCCn1cc[n+](CCCC#C)c1,F[B-](F)(F)F
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=S(=O)([O-])C(F)(F)F
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,Cc1ccc(S(=O)(=O)[O-])cc1
CC1=NC(C)=C(C)[NH2+]1,[Cl-]
Cc1n(C)cc[n+]1C,[Cl-]
CCn1cc[n+](C)c1C,[Cl-]
CCn1cc[n+](C)c1C,[Br-]
CCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCn1cc[n+](C)c1C,O=S(=O)([O-])C(F)(F)F
CCn1cc[n+](C)c1C,O=C([O-])C(F)(F)F
CC[n+]1cn(C)cc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[n+]1cn(C)cc1C,O=S(=O)([O-])C(F)(F)F
CCn1cc(C)[n+](CC)c1,O=C([O-])c1ccccc1
CCn1cc(C)[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCn1cc(C)[n+](CC)c1,O=S(=O)([O-])C(F)(F)F
CCCn1cc[n+](CC)c1CC,[Cl-]
CCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCCn1cc[n+](C)c1C,F[P-](F)(F)(F)(F)F
CCc1n(C)cc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCc1n(C)cc[n+]1CC,O=S(=O)([O-])C(F)(F)F
CCCC[n+]1ccn(C)c1C,F[B-](F)(F)F
CCCC[n+]1ccn(C)c1C,O=C1[N-]S(=O)(=O)c2ccccc21
CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F
CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
CCCC[n+]1ccn(C)c1C,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-]
CCCC[n+]1ccn(C)c1C,F[P-](F)(F)(F)(F)F
CCCCCCCC[n+]1ccn(C)c1C,O=S(=O)([O-])C(F)(F)F
Cc1[nH+]ccn1CCCC#N,[Cl-]
Cc1[nH+]ccn1CCCC#N,F[B-](F)(F)F
Cc1[nH+]ccn1CCCC#N,F[P-](F)(F)(F)(F)F
Cn1cc([N+](=O)[O-])[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-]
Cn1cc([N+](=O)[O-])[n+](C)c1,O=[N+]([O-])[O-]
Cn1cc[n+]2c1CCC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCn1cc[n+](C(C)CO)c1,[Br-]
CCn1cc[n+](C(CO)C(C)C)c1,[Br-]
CCn1cc[n+](C(CO)CC(C)C)c1,[Br-]
C[n+]1ccn2c1CCCC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCn1cc[n+](CC)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cc1n(C)cc([N+](=O)[O-])[n+]1C,[O-][Cl+3]([O-])([O-])[O-]
Cc1n(C)cc([N+](=O)[O-])[n+]1C,O=[N+]([O-])[O-]
CC[n+]1c([N+](=O)[O-])cn(C)c1C,[O-][Cl+3]([O-])([O-])[O-]
CC[n+]1c([N+](=O)[O-])cn(C)c1C,O=[N+]([O-])[O-]
Cc1c(C)[n+](C)c(C)n1C,[I-]
Cc1c(C)[n+](C)c(C)n1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cc1c(C)[n+](C)c(C)n1C,F[P-](F)(F)(F)(F)F
CCCC[n+]1nn(C)c2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[n+]1nn(C)c2ccccc21,CS(=O)(=O)[O-]
CCCC[n+]1nn(C)c2ccccc21,Cc1ccc(S(=O)(=O)[O-])cc1
Cn1n[n+](Cc2ccccc2)c2ccccc21,[Br-]
Cn1n[n+](Cc2ccccc2)c2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cn1n[n+](Cc2ccccc2)c2ccccc21,CS(=O)(=O)[O-]
Cn1n[n+](Cc2ccccc2)c2ccccc21,Cc1ccc(S(=O)(=O)[O-])cc1
Cn1cn[n+](CCN=[N+]=[N-])c1,[I-]
C[n+]1cn(CCN=[N+]=[N-])cn1,[O-][Cl+3]([O-])([O-])[O-]
O=[N+]([O-])[O-],[N-]=[N+]=NCC[NH+]1C=NC=N1
[N-]=[N+]=NCC[n+]1cn(N)cn1,[Br-]
O=[N+]([O-])[O-],[N-]=[N+]=NCC[n+]1cn(N)cn1
CCCC[n+]1cn(CCC(F)(F)F)cn1,O=S(=O)([O-])C(F)(F)F
CCCC[n+]1cn(CCC(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCC[n+]1cn(C(C)F)cn1,F[B-](F)(F)F
CCCCCCCCCC[n+]1cn(C(C)F)cn1,O=S(=O)([O-])C(F)(F)F
CCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1,[Br-]
Cn1c[n+](C)cn1,O=[N+]([O-])[O-]
C[n+]1cn(N)cn1,[O-][Cl+3]([O-])([O-])[O-]
C[n+]1cn(N)cn1,O=[N+]([O-])[O-]
C[n+]1cn(N)cn1,[N-]=[N+]=[N-]
C[NH+]1C=NC(N=[N+]=[N-])=N1,[O-][Cl+3]([O-])([O-])[O-]
C[NH+]1C=NC(N=[N+]=[N-])=N1,O=[N+]([O-])[O-]
C[NH+]1C=NC(N=[N+]=[N-])=N1,O=C(O[N+](=O)[O-])c1nn[n-]n1
C[NH+]1C=NC(N=[N+]=[N-])=N1,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1
CC1=NC(N=[N+]=[N-])=N[NH2+]1,O=[N+]([O-])[O-]
O=[N+]([O-])[O-],[N-]=[N+]=NC1=N[NH2+]C=N1
O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,[N-]=[N+]=NC1=N[NH2+]C=N1
O=[N+]([O-])[O-],[N-]=[N+]=NC1=N[NH2+]C(N=[N+]=[N-])=N1
Cn1c[n+](C)nc1N=[N+]=[N-],[O-][Cl+3]([O-])([O-])[O-]
Cn1c[n+](C)nc1N=[N+]=[N-],O=[N+]([O-])[O-]
CCCn1c[n+](CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
N[NH+]1C=NC=N1,[O-][Cl+3]([O-])([O-])[O-]
N[NH+]1C=NC=N1,O=[N+]([O-])[O-]
O=C(O[N+](=O)[O-])c1nn[n-]n1,[NH3+]n1cnnc1
O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,[NH3+]n1cnnc1
O=[N+]([O-])c1ncn[n-]1,[NH3+]n1cnnc1
[NH3+]n1cnnc1,[O-][Cl+3]([O-])([O-])[O-]
O=[N+]([O-])[O-],[NH3+]n1cnnc1
Cn1cn[n+](N)c1,[O-][Cl+3]([O-])([O-])[O-]
NC1=NC=N[NH+]1N,[O-][Cl+3]([O-])([O-])[O-]
NC1=NC=N[NH+]1N,O=[N+]([O-])[O-]
NC1=NC=N[NH+]1N,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1
C1=NC=N[NH2+]1,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1
C[NH+]1C=NC=N1,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1
CCCC[n+]1nn(CC)c2ccccc21,F[P-](F)(F)(F)(F)F
CCCCn1n[n+](CCCC)c2ccccc21,[Br-]
CCCCn1n[n+](CCCC)c2ccccc21,F[B-](F)(F)F
CCCCn1n[n+](CCCC)c2ccccc21,F[P-](F)(F)(F)(F)F
Cc1n(C)c(C(F)(F)F)n[n+]1CCCF,[I-]
Cc1n(C)c(C(F)(F)F)n[n+]1CCCF,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C,[O-][Cl+3]([O-])([O-])[O-]
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C,F[B-](F)(F)F
Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cc1n(C)c(C(F)(F)F)n[n+]1C,[O-][Cl+3]([O-])([O-])[O-]
Cc1n(C)c(C(F)(F)F)n[n+]1C,F[B-](F)(F)F
Cc1n(C)c(C(F)(F)F)n[n+]1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
Cc1n(C)c(C(F)(F)F)n[n+]1C,O=S(=O)([O-])C(F)(F)F
Cn1cc[n+](N)n1,O=[N+]([O-])[O-]
Cn1cc[n+](N)n1,[N-]=[N+]=[N-]
CCn1cc[n+](N)n1,O=[N+]([O-])[O-]
CCCn1cc[n+](N)n1,O=[N+]([O-])[O-]
C=CCn1cc[n+](N)n1,O=[N+]([O-])[O-]
CCCCn1cc[n+](N)n1,O=[N+]([O-])[O-]
Nn1cn[n+](CCBr)c1,[Br-]
C[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[N+]1(C)CCCC1,N#C[N-]C#N
C[N+]1(C)CCCC1,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[N+]1(C)CCCC1,CS(=O)(=O)[N-]S(C)(=O)=O
C[N+]1(C)CCCC1,CS(=O)(=O)[O-]
C[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
C[N+]1(C)CCCC1,O=C([O-])C=CC(=O)O
C[N+]1(C)CCCC1,O=C([O-])c1ccccc1C(=O)O
CC[N+]1(C)CCCC1,N#C[N-]C#N
CC[N+]1(C)CCCC1,CS(=O)(=O)[O-]
CC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
CCC[N+]1(C)CCCC1,N#C[N-]C#N
CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
CCC[N+]1(C)CCCC1,CS(=O)(=O)[O-]
CCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
CCCC[N+]1(C)CCCC1,F[B-](F)(F)F
CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F
CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCC1,N#C[N-]C#N
CCCC[N+]1(C)CCCC1,CS(=O)(=O)[N-]S(C)(=O)=O
CCCC[N+]1(C)CCCC1,CS(=O)(=O)[O-]
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
CCCC[N+]1(C)CCCC1,O=P([O-])(O)O
CCCC[N+]1(C)CCCC1,CC(=O)[O-]
CCCCCC[N+]1(C)CCCC1,N#C[N-]C#N
CCCCCC[N+]1(C)CCCC1,CS(=O)(=O)[N-]S(C)(=O)=O
CCCCCC[N+]1(C)CCCC1,CS(=O)(=O)[O-]
CCCCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCCCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
COC(=O)C[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C[NH+]1CCCC1,O=C([O-])C(F)(F)F
C[NH+]1CCCC1,O=C[O-]
COC[N+]1(C)CCCC1,F[B-](F)(F)F
COC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F
COC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCCC1,F[B-](F)(F)F
COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F
COCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
CC[N+]1(CC(=O)OC)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC1(C)CC(N)CC(C)(C)[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CC1(C)CC(N)CC(C)(C)[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)c1ccco1
COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)F
COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCCC1,F[B-](F)(F)F
CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)F
CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCCCCCC[N+]1(C)CCCCC1,F[B-](F)(F)F
CCCCCCCC[N+]1(C)CCCCC1,O=S(=O)([O-])C(F)(F)F
CC[NH+]1CCC=C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[NH+]1CCC=C1C,[I-]
CCC[NH+]1CCC=C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[NH+]1CCC=C1C,[I-]
CCCC[NH+]1CCC=C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[n+]1ccccc1,F[B-](F)(F)F
CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[n+]1ccccc1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
CCCC[n+]1ccccc1,O=C([O-])c1ccccc1
CCCCCCCCCCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCC[n+]1ccccc1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
CCCCCCCCCCCCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CCCC[n+]1ccc(C)cc1,O=C([O-])c1ccccc1
CCCCCCCCCCCC[n+]1cccc(C)c1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCC[n+]1cccc(C)c1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F
N#CCCC[n+]1ccccc1,[Cl-]
N#CCCC[n+]1ccccc1,F[B-](F)(F)F
N#CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
N#CCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CC[n+]1ccccc1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FCCC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FCCC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([O-])C(F)(F)F
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([O-])C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([O-])C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([O-])C(F)(F)F
CCCC[n+]1cc(C)cc(C)c1,[Br-]
CCCC[n+]1ccc(N(C)C)cc1,[Br-]
CCCCOC(=O)c1ccc[n+](CCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1cc(C)cc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1ccc(N(C)C)cc1,[Br-]
CCCCCC[n+]1ccc(N(C)C)c(C)c1,[Br-]
CCCCCC[n+]1ccc(N(C)C)c(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
O=S(=O)(O)CCC[n+]1ccccc1,O=P([O-])(O)O
CCCCCCCCCCCC[n+]1ccc2ccccc2c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
