Cation	Anion	Cationic family	Anionic family	T / K	p / MPa	ρ / kg/m3
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	298,20	0,1	1415,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	293,10	0,1	1420,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	298,10	0,1	1415,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	303,10	0,1	1411,10
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	313,10	0,1	1402,10
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	323,10	0,1	1393,20
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	333,10	0,1	1384,30
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	343,10	0,1	1375,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	353,10	0,1	1366,90
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	363,10	0,1	1358,30
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	293,15	0,1	1422,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	298,15	0,1	1417,90
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	303,15	0,1	1413,40
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	313,15	0,1	1404,20
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	323,15	0,1	1395,20
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	333,15	0,1	1386,30
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	343,15	0,1	1377,50
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	353,15	0,1	1368,60
azp-2o1,1	ntf2	azepanium	NTf2 derivatives	363,15	0,1	1359,80
azp-2o1,1	otf	azepanium	sulfonates	298,20	0,1	1292,90
azp-2o1,1	otf	azepanium	sulfonates	293,10	0,1	1295,20
azp-2o1,1	otf	azepanium	sulfonates	298,10	0,1	1291,60
azp-2o1,1	otf	azepanium	sulfonates	303,10	0,1	1287,90
azp-2o1,1	otf	azepanium	sulfonates	313,10	0,1	1280,50
azp-2o1,1	otf	azepanium	sulfonates	323,10	0,1	1273,10
azp-2o1,1	otf	azepanium	sulfonates	333,10	0,1	1265,80
azp-2o1,1	otf	azepanium	sulfonates	343,10	0,1	1258,50
azp-2o1,1	otf	azepanium	sulfonates	353,10	0,1	1251,30
azp-2o1,1	otf	azepanium	sulfonates	363,10	0,1	1244,20
azp-2o1,1	tfa	azepanium	carboxylates	298,20	0,1	1219,70
azp-2o1,1	tfa	azepanium	carboxylates	293,10	0,1	1221,40
azp-2o1,1	tfa	azepanium	carboxylates	298,10	0,1	1217,90
azp-2o1,1	tfa	azepanium	carboxylates	303,10	0,1	1214,30
azp-2o1,1	tfa	azepanium	carboxylates	313,10	0,1	1207,20
azp-2o1,1	tfa	azepanium	carboxylates	323,10	0,1	1200,00
azp-2o1,1	tfa	azepanium	carboxylates	333,10	0,1	1193,00
azp-2o1,1	tfa	azepanium	carboxylates	343,10	0,1	1186,00
azp-2o1,1	tfa	azepanium	carboxylates	353,10	0,1	1179,10
azp-2o1,1	tfa	azepanium	carboxylates	363,10	0,1	1172,20
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	293,15	0,1	1343,80
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	298,15	0,1	1339,30
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	303,15	0,1	1334,90
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	313,15	0,1	1325,80
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	323,15	0,1	1317,00
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	333,15	0,1	1307,50
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	343,15	0,1	1298,60
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	353,15	0,1	1289,60
azp-2o1,2o1	ntf2	azepanium	NTf2 derivatives	363,15	0,1	1280,50
azp-4,1	ntf2	azepanium	NTf2 derivatives	298,20	0,1	1366,10
azp-4,1	ntf2	azepanium	NTf2 derivatives	293,10	0,1	1370,30
azp-4,1	ntf2	azepanium	NTf2 derivatives	298,10	0,1	1366,10
azp-4,1	ntf2	azepanium	NTf2 derivatives	303,10	0,1	1361,70
azp-4,1	ntf2	azepanium	NTf2 derivatives	313,10	0,1	1353,10
azp-4,1	ntf2	azepanium	NTf2 derivatives	323,10	0,1	1344,50
azp-4,1	ntf2	azepanium	NTf2 derivatives	333,10	0,1	1336,10
azp-4,1	ntf2	azepanium	NTf2 derivatives	343,10	0,1	1327,60
azp-4,1	ntf2	azepanium	NTf2 derivatives	353,10	0,1	1319,40
azp-4,1	ntf2	azepanium	NTf2 derivatives	363,10	0,1	1311,20
azp-4,1	ntf2	azepanium	NTf2 derivatives	293,15	0,1	1377,30
azp-4,1	ntf2	azepanium	NTf2 derivatives	298,15	0,1	1372,90
azp-4,1	ntf2	azepanium	NTf2 derivatives	303,15	0,1	1368,50
azp-4,1	ntf2	azepanium	NTf2 derivatives	313,15	0,1	1359,70
azp-4,1	ntf2	azepanium	NTf2 derivatives	323,15	0,1	1351,00
azp-4,1	ntf2	azepanium	NTf2 derivatives	333,15	0,1	1342,50
azp-4,1	ntf2	azepanium	NTf2 derivatives	343,15	0,1	1334,10
azp-4,1	ntf2	azepanium	NTf2 derivatives	353,15	0,1	1325,70
azp-4,1	ntf2	azepanium	NTf2 derivatives	363,15	0,1	1317,30
azp-6,1	ntf2	azepanium	NTf2 derivatives	298,20	0,1	1314,80
azp-6,1	ntf2	azepanium	NTf2 derivatives	303,10	0,1	1310,90
azp-6,1	ntf2	azepanium	NTf2 derivatives	313,10	0,1	1302,60
azp-6,1	ntf2	azepanium	NTf2 derivatives	323,10	0,1	1294,30
azp-6,1	ntf2	azepanium	NTf2 derivatives	333,10	0,1	1286,10
azp-6,1	ntf2	azepanium	NTf2 derivatives	343,10	0,1	1278,00
azp-6,1	ntf2	azepanium	NTf2 derivatives	353,10	0,1	1270,00
azp-6,1	ntf2	azepanium	NTf2 derivatives	363,10	0,1	1261,70
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	293,10	0,1	1386,00
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	298,10	0,1	1381,50
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	303,10	0,1	1377,00
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	313,10	0,1	1368,20
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	323,10	0,1	1359,40
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	333,10	0,1	1350,80
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	343,10	0,1	1342,20
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	353,10	0,1	1333,60
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	363,10	0,1	1325,20
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	293,15	0,1	1399,20
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	298,15	0,1	1394,90
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	303,15	0,1	1390,20
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	313,15	0,1	1380,80
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	323,15	0,1	1371,50
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	333,15	0,1	1361,70
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	343,15	0,1	1351,60
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	353,15	0,1	1340,80
azp-[2o]21,1	ntf2	azepanium	NTf2 derivatives	363,15	0,1	1327,50
azp-[2o]21,1	otf	azepanium	sulfonates	293,10	0,1	1269,50
azp-[2o]21,1	otf	azepanium	sulfonates	298,10	0,1	1266,10
azp-[2o]21,1	otf	azepanium	sulfonates	303,10	0,1	1262,10
azp-[2o]21,1	otf	azepanium	sulfonates	313,10	0,1	1254,80
azp-[2o]21,1	otf	azepanium	sulfonates	323,10	0,1	1247,40
azp-[2o]21,1	otf	azepanium	sulfonates	333,10	0,1	1240,10
azp-[2o]21,1	otf	azepanium	sulfonates	343,10	0,1	1232,70
azp-[2o]21,1	otf	azepanium	sulfonates	353,10	0,1	1225,40
azp-[2o]21,1	otf	azepanium	sulfonates	363,10	0,1	1218,10
azp-[2o]21,1	tfa	azepanium	carboxylates	293,10	0,1	1205,80
azp-[2o]21,1	tfa	azepanium	carboxylates	298,10	0,1	1202,20
azp-[2o]21,1	tfa	azepanium	carboxylates	303,10	0,1	1198,60
azp-[2o]21,1	tfa	azepanium	carboxylates	313,10	0,1	1191,40
azp-[2o]21,1	tfa	azepanium	carboxylates	323,10	0,1	1184,30
azp-[2o]21,1	tfa	azepanium	carboxylates	333,10	0,1	1177,30
azp-[2o]21,1	tfa	azepanium	carboxylates	343,10	0,1	1170,30
azp-[2o]21,1	tfa	azepanium	carboxylates	353,10	0,1	1163,40
azp-[2o]21,1	tfa	azepanium	carboxylates	363,10	0,1	1156,60
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	293,15	0,1	1357,20
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	298,15	0,1	1352,70
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	303,15	0,1	1348,30
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	313,15	0,1	1339,30
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	323,15	0,1	1330,60
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	333,15	0,1	1322,00
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	343,15	0,1	1313,50
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	353,15	0,1	1305,00
azp-[2o]21,[2o]21	ntf2	azepanium	NTf2 derivatives	363,15	0,1	1296,60
bthz-s2[2]	po2-o2,o2	thiazolium	phosphates	294,20	0,1	1230,00
cguad-(2,1),1,1	ntf2	guanidinium	NTf2 derivatives	298,20	0,1	1440,00
cguad-(2,2),1,1	ntf2	guanidinium	NTf2 derivatives	298,20	0,1	1400,00
cguad-(3,1),1,1	ntf2	guanidinium	NTf2 derivatives	298,20	0,1	1430,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	293,15	0,1	890,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	303,15	0,1	884,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	313,15	0,1	878,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	323,15	0,1	872,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	333,15	0,1	866,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	343,15	0,1	860,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	353,15	0,1	854,00
cprop-(n-10,10),(n-10,10),(n-10,10)	dca	cyclopropanium	dicyanamides	363,15	0,1	849,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	991,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	984,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	977,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	970,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	964,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	957,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	950,00
cprop-(n-10,10),(n-10,10),(n-10,10)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	943,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1333,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1324,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1315,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1306,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1297,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1288,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1279,00
cprop-(n-2,1),(n-2,1),(n-2,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1270,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	293,15	0,1	1023,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	303,15	0,1	1017,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	313,15	0,1	1010,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	323,15	0,1	1004,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	333,15	0,1	998,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	343,15	0,1	992,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	353,15	0,1	986,00
cprop-(n-2,2),(n-2,2),(n-1,1)	dca	cyclopropanium	dicyanamides	363,15	0,1	980,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1308,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1299,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1291,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1282,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1273,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1264,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1256,00
cprop-(n-2,2),(n-2,2),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1247,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	278,15	0,1	1016,38
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	283,15	0,1	1013,27
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	288,15	0,1	1010,14
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,15	0,1	1007,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	298,15	0,1	1003,91
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,15	0,1	1000,79
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	308,15	0,1	997,70
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,15	0,1	994,62
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	318,15	0,1	991,55
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,15	0,1	988,50
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	328,15	0,1	985,46
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,15	0,1	982,43
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	338,15	0,1	979,41
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,15	0,1	976,41
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	348,15	0,1	973,40
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,15	0,1	970,42
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,15	0,1	1008,10
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,15	0,1	1000,80
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,15	0,1	995,70
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,15	0,1	988,80
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,15	0,1	983,10
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,15	0,1	977,10
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,15	0,1	1010,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,15	0,1	1004,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,15	0,1	998,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,15	0,1	992,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,15	0,1	985,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,15	0,1	979,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,15	0,1	973,00
cprop-(n-2,2),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	363,15	0,1	967,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	298,15	0,1	1273,41
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1269,05
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	308,15	0,1	1264,70
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1260,36
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	318,15	0,1	1256,04
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1251,73
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	328,15	0,1	1247,43
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1243,16
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	338,15	0,1	1238,89
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1234,64
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	348,15	0,1	1230,42
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1226,19
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1277,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1269,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1260,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1251,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1243,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1234,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1226,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1217,00
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1276,50
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1270,20
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1260,20
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1252,20
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1243,90
cprop-(n-2,2),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1235,20
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	293,15	0,1	1045,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	303,15	0,1	1039,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	313,15	0,1	1032,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	323,15	0,1	1025,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	333,15	0,1	1019,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	343,15	0,1	1013,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	353,15	0,1	1007,00
cprop-(n-3,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	363,15	0,1	1001,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1356,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1346,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1337,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1328,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1319,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1309,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1301,00
cprop-(n-3,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1292,00
cprop-(n-3,3),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1287,00
cprop-(n-3,3),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1279,00
cprop-(n-3,3),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1271,00
cprop-(n-3,3),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1262,00
cprop-(n-3,3),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1254,00
cprop-(n-3,3),(n-3,3),(n-3,3)	dca	cyclopropanium	dicyanamides	333,15	0,1	951,00
cprop-(n-3,3),(n-3,3),(n-3,3)	dca	cyclopropanium	dicyanamides	343,15	0,1	945,00
cprop-(n-3,3),(n-3,3),(n-3,3)	dca	cyclopropanium	dicyanamides	353,15	0,1	939,00
cprop-(n-3,3),(n-3,3),(n-3,3)	dca	cyclopropanium	dicyanamides	363,15	0,1	933,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1196,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1188,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1179,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1171,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1163,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1155,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1147,00
cprop-(n-3,3),(n-3,3),(n-3,3)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1139,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	293,15	0,1	1032,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	303,15	0,1	1026,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	313,15	0,1	1020,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	323,15	0,1	1014,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	333,15	0,1	1007,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	343,15	0,1	1002,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	353,15	0,1	995,00
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	363,15	0,1	989,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	0,1	1331,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	0,1	1321,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	0,1	1313,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	0,1	1303,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	0,1	1294,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	0,1	1285,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	0,1	1276,00
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	0,1	1266,00
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,15	0,1	999,00
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,15	0,1	993,00
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,15	0,1	987,00
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,15	0,1	981,00
