Cation	Anion	Cationic family	Anionic family	T / K	p / MPa	ρ / kg/m3
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	1,0	1472,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	1,0	1462,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	1,0	1424,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	2,0	1527,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	2,0	1516,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	2,0	1505,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	2,0	1494,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	2,0	1483,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	2,0	1473,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	2,0	1463,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	2,0	1425,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	3,0	1528,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	3,0	1517,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	3,0	1506,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	3,0	1495,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	3,0	1484,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	3,0	1474,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	3,0	1464,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	3,0	1426,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	4,0	1528,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	4,0	1517,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	4,0	1506,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	4,0	1496,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	4,0	1485,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	4,0	1475,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	4,0	1465,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	4,0	1427,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	5,0	1529,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	5,0	1518,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	5,0	1507,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	5,0	1496,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	5,0	1486,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	5,0	1476,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	5,0	1466,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	5,0	1428,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	7,5	1531,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	7,5	1520,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	7,5	1509,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	7,5	1498,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	7,5	1488,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	7,5	1478,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	7,5	1468,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	7,5	1431,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	10,0	1533,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	10,0	1522,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	10,0	1511,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	10,0	1500,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	10,0	1490,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	10,0	1480,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	10,0	1470,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	10,0	1433,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	15,0	1536,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	15,0	1525,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	15,0	1515,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	15,0	1504,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	15,0	1494,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	15,0	1484,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	15,0	1474,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	15,0	1438,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	20,0	1540,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	20,0	1529,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	20,0	1518,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	20,0	1508,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	20,0	1498,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	20,0	1488,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	20,0	1478,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	20,0	1443,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	25,0	1543,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	25,0	1532,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	25,0	1522,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	25,0	1512,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	25,0	1502,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	25,0	1492,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	25,0	1483,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	25,0	1448,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	30,0	1547,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	30,0	1536,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	30,0	1526,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	30,0	1516,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	30,0	1506,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	30,0	1496,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	30,0	1487,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	30,0	1453,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,15	0,1	1539,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	288,15	0,1	1528,90
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,15	0,1	1498,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	328,15	0,1	1488,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1519,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1514,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1504,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1494,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1484,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,19	0,1	1519,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,17	0,1	1494,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	273,15	0,1	1543,92
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,15	0,1	1538,82
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1533,71
im-2,1	ntf2	imidazolium	NTf2 derivatives	288,15	0,1	1528,61
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,45
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1513,41
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,39
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1503,38
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,15	0,1	1498,39
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1493,41
im-2,1	ntf2	imidazolium	NTf2 derivatives	328,15	0,1	1488,46
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,52
im-2,1	ntf2	imidazolium	NTf2 derivatives	338,15	0,1	1478,61
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	0,1	1473,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	348,15	0,1	1468,81
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	0,1	1463,94
im-2,1	ntf2	imidazolium	NTf2 derivatives	358,15	0,1	1459,08
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1454,24
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,15	0,1	1538,82
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1533,71
im-2,1	ntf2	imidazolium	NTf2 derivatives	288,15	0,1	1528,61
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,45
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1513,41
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,39
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1525,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1515,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1505,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1495,50
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1485,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	0,1	1476,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	0,1	1466,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1456,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,15	0,1	1447,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	383,15	0,1	1437,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	393,15	0,1	1427,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	403,15	0,1	1417,50
im-2,1	ntf2	imidazolium	NTf2 derivatives	413,15	0,1	1407,50
im-2,1	ntf2	imidazolium	NTf2 derivatives	423,15	0,1	1397,50
im-2,1	ntf2	imidazolium	NTf2 derivatives	433,15	0,1	1387,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	443,15	0,1	1377,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	453,15	0,1	1366,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	463,15	0,1	1356,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	473,15	0,1	1345,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1517,45
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1482,41
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1522,08
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1516,96
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1511,85
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1506,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1501,74
im-2,1	ntf2	imidazolium	NTf2 derivatives	297,00	0,1	1520,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1533,48
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,37
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,34
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1503,33
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	0,1	1463,97
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1454,28
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	1,8	1533,90
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	5,1	1536,34
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,20	10,0	1539,78
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,21	20,0	1546,57
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,20	30,0	1553,14
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,20	40,0	1559,47
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	50,0	1565,54
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	60,3	1571,51
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	70,0	1577,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	80,3	1582,65
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,19	90,0	1587,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,21	100,0	1593,02
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,17	1,0	1524,24
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,17	5,0	1527,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	10,2	1530,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,16	20,8	1538,14
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,17	30,0	1544,31
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,19	39,9	1550,73
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,17	50,0	1557,07
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,16	59,7	1562,92
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,16	70,0	1568,91
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,17	79,9	1574,47
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	89,9	1579,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,14	99,8	1584,89
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,14	1,2	1519,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,17	5,2	1522,08
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,19	10,1	1525,62
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,12	19,7	1532,45
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,12	29,8	1539,35
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,13	39,9	1546,05
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	50,0	1552,45
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	59,6	1558,32
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,19	70,0	1564,42
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,19	79,9	1570,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,18	90,0	1575,41
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,18	100,0	1580,52
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,16	2,0	1504,67
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,17	5,1	1507,08
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	10,2	1510,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,16	19,9	1517,96
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	30,0	1525,09
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	39,9	1531,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	50,0	1538,48
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	60,1	1544,89
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	70,0	1550,88
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,16	80,3	1556,93
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,16	90,0	1562,32
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,17	100,1	1567,72
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,17	2,4	1485,34
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,17	5,3	1487,73
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,19	9,8	1491,26
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,19	18,8	1498,27
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,18	30,0	1506,61
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,17	40,2	1513,90
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,16	50,0	1520,69
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	60,1	1527,39
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,14	70,0	1533,66
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,13	80,1	1539,77
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,13	90,0	1545,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,14	99,9	1551,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,18	2,2	1465,71
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,18	5,2	1468,32
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	9,7	1472,06
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	20,1	1480,58
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	30,0	1488,37
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	40,0	1495,89
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	50,0	1503,15
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	60,2	1510,23
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,18	70,0	1516,73
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,18	80,1	1523,09
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,18	90,0	1529,06
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,19	99,9	1534,73
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,12	0,7	1445,01
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	4,9	1448,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,17	10,1	1453,42
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,18	19,9	1461,85
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,16	30,0	1470,33
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,16	39,9	1478,08
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,16	50,0	1485,67
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	60,4	1493,21
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	70,0	1499,69
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	79,9	1506,16
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	90,0	1512,49
im-2,1	ntf2	imidazolium	NTf2 derivatives	373,14	99,9	1518,52
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,63
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,58
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,74
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1513,68
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,66
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1503,64
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,15	0,1	1498,64
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1493,66
im-2,1	ntf2	imidazolium	NTf2 derivatives	328,15	0,1	1488,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,77
im-2,1	ntf2	imidazolium	NTf2 derivatives	338,15	0,1	1478,82
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	0,1	1473,91
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1520,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1531,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1522,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1516,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1511,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1502,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1490,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1478,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	0,1	1465,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	0,1	1449,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1429,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	368,15	0,1	1423,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1510,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1520,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	294,20	0,1	1390,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,65
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,65
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,59
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,14	0,1	1518,59
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1513,56
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,14	0,1	1503,52
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,14	0,1	1498,53
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1493,55
im-2,1	ntf2	imidazolium	NTf2 derivatives	328,15	0,1	1488,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,66
im-2,1	ntf2	imidazolium	NTf2 derivatives	338,14	0,1	1478,74
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,14	0,1	1473,84
im-2,1	ntf2	imidazolium	NTf2 derivatives	348,15	0,1	1468,96
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,14	0,1	1464,09
im-2,1	ntf2	imidazolium	NTf2 derivatives	358,14	0,1	1459,24
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,14	0,1	1454,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,15	0,1	1538,73
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1533,61
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,37
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1503,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1493,32
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,42
im-2,1	ntf2	imidazolium	NTf2 derivatives	348,15	0,1	1468,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1454,02
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1540,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,10	0,1	1539,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,10	0,1	1534,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	288,10	0,1	1529,50
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,10	0,1	1524,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,10	0,1	1519,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,10	0,1	1514,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,10	0,1	1509,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,10	0,1	1504,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,10	0,1	1499,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,10	0,1	1494,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	328,10	0,1	1489,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,10	0,1	1484,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	338,10	0,1	1479,10
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,10	0,1	1474,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	348,10	0,1	1469,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,10	0,1	1464,40
im-2,1	ntf2	imidazolium	NTf2 derivatives	358,10	0,1	1459,60
im-2,1	ntf2	imidazolium	NTf2 derivatives	288,15	0,1	1528,51
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,38
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1508,33
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,15	0,1	1498,36
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	278,10	0,1	1538,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,10	0,1	1517,80
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,10	0,1	1497,70
im-2,1	ntf2	imidazolium	NTf2 derivatives	338,10	0,1	1477,90
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1510,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,20
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1519,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,20	0,1	1520,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1523,44
im-2,1	ntf2	imidazolium	NTf2 derivatives	298,15	0,1	1518,30
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1513,11
im-2,1	ntf2	imidazolium	NTf2 derivatives	308,15	0,1	1507,90
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1502,68
im-2,1	ntf2	imidazolium	NTf2 derivatives	318,15	0,1	1497,48
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1492,24
im-2,1	ntf2	imidazolium	NTf2 derivatives	283,15	0,1	1531,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	293,15	0,1	1521,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	303,15	0,1	1510,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	313,15	0,1	1500,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	323,15	0,1	1491,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	333,15	0,1	1483,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	343,15	0,1	1474,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	353,15	0,1	1465,00
im-2,1	ntf2	imidazolium	NTf2 derivatives	363,15	0,1	1455,00
im-2,1	ntffc	imidazolium	NTf2 derivatives	293,20	0,1	1530,00
im-2,1	otf	imidazolium	sulfonates	298,15	0,1	1382,80
im-2,1	otf	imidazolium	sulfonates	303,15	0,1	1378,58
im-2,1	otf	imidazolium	sulfonates	308,15	0,1	1374,43
im-2,1	otf	imidazolium	sulfonates	313,15	0,1	1370,23
im-2,1	otf	imidazolium	sulfonates	318,15	0,1	1366,12
im-2,1	otf	imidazolium	sulfonates	298,19	0,1	1386,18
im-2,1	otf	imidazolium	sulfonates	298,19	39,9	1405,91
im-2,1	otf	imidazolium	sulfonates	271,40	1,2	1408,62
im-2,1	otf	imidazolium	sulfonates	284,58	20,2	1407,30
