Cation	Anion	Cationic family	Anionic family	T / K	η / mPa s
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	293,00	67,40
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	303,00	40,30
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	313,00	25,30
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	323,00	17,20
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	333,00	12,10
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	343,00	9,14
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	353,00	7,05
cprop-(n-4,1),(n-1,1),(n-1,1)	dca	cyclopropanium	dicyanamides	363,00	5,57
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	76,10
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	47,40
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	31,10
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	21,90
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	15,40
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	12,20
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	9,30
cprop-(n-4,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	7,41
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,00	73,70
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,00	45,80
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,00	30,20
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,00	20,80
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,00	15,30
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,00	11,50
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,00	8,90
cprop-(n-4,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	363,00	7,10
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	106,20
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	66,40
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	43,30
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	29,70
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	21,10
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	15,50
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	11,90
cprop-(n-4,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	363,15	9,12
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	293,00	101,00
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	303,00	58,60
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	313,00	36,60
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	323,00	24,10
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	333,00	16,90
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	343,00	12,40
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	353,00	9,47
cprop-(n-4,1),(n-4,1),(n-4,1)	dca	cyclopropanium	dicyanamides	363,00	7,30
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	101,00
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	61,90
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	39,80
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	26,80
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	19,00
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	13,90
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	10,60
cprop-(n-4,1),(n-4,1),(n-4,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	8,21
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	117,50
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	69,00
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	43,30
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	28,60
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	19,80
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	14,60
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	11,20
cprop-(n-4,4),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	8,68
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,00	105,00
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,00	63,30
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,00	40,80
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,00	27,40
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,00	19,40
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,00	14,20
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,00	11,00
cprop-(n-4,4),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	363,00	8,60
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	125,70
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	76,40
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	49,90
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	32,70
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	23,10
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	17,20
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	13,00
cprop-(n-4,4),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	363,15	9,91
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	293,00	293,00
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	303,00	160,00
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	313,00	95,00
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	323,00	60,60
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	333,00	41,00
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	343,00	29,00
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	353,00	21,50
cprop-(n-4,4),(n-4,4),(n-4,4)	dca	cyclopropanium	dicyanamides	363,00	16,40
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	293,15	230,40
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	303,15	134,30
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	313,15	83,60
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	323,15	55,20
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	333,15	38,30
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	343,15	26,90
cprop-(n-4,4),(n-4,4),(n-4,4)	ntf2	cyclopropanium	NTf2 derivatives	353,15	19,20
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	293,00	308,00
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	303,00	168,00
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	313,00	97,90
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	323,00	60,90
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	333,00	40,00
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	343,00	27,00
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	353,00	19,80
cprop-(n-5,5),(n-5,5),(n-5,5)	dca	cyclopropanium	dicyanamides	363,00	14,40
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	293,15	268,70
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	303,15	157,80
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	313,15	97,10
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	323,15	62,10
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	333,15	41,90
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	343,15	29,30
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	353,15	21,30
cprop-(n-5,5),(n-5,5),(n-5,5)	ntf2	cyclopropanium	NTf2 derivatives	363,15	16,10
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	293,15	94,00
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	56,40
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	36,40
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	24,70
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	18,00
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	13,40
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	10,30
cprop-(n-6,1),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	8,07
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,00	86,20
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,00	52,80
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,00	34,40
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,00	23,40
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,00	17,00
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,00	12,70
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,00	9,78
cprop-(n-6,1),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	363,00	7,71
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	101,80
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	62,80
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	41,40
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	28,30
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	20,30
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	15,20
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	11,60
cprop-(n-6,1),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	363,15	9,07
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	303,15	110,30
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	313,15	65,40
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	323,15	42,30
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	333,15	29,00
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	343,15	21,30
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	353,15	16,10
cprop-(n-6,6),(n-1,1),(n-1,1)	ntf2	cyclopropanium	NTf2 derivatives	363,15	13,20
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	293,00	131,00
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	303,00	76,80
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	313,00	48,40
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	323,00	32,00
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	333,00	22,20
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	343,00	16,00
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	353,00	12,00
cprop-(n-6,6),(n-2,2),(n-2,2)	dca	cyclopropanium	dicyanamides	363,00	9,30
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	293,15	182,10
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	303,15	107,80
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	313,15	67,80
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	323,15	44,20
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	333,15	30,20
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	343,15	21,70
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	353,15	15,80
cprop-(n-6,6),(n-2,2),(n-2,2)	ntf2	cyclopropanium	NTf2 derivatives	363,15	12,00
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	293,00	332,00
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	303,00	183,00
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	313,00	109,00
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	323,00	69,40
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	333,00	47,00
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	343,00	32,90
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	353,00	23,50
cprop-(n-6,6),(n-6,6),(n-6,6)	dca	cyclopropanium	dicyanamides	363,00	17,80
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	293,15	273,00
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	303,15	159,00
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	313,15	99,60
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	323,15	65,30
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	333,15	44,90
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	343,15	32,40
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	353,15	23,60
cprop-(n-6,6),(n-6,6),(n-6,6)	ntf2	cyclopropanium	NTf2 derivatives	363,15	17,80
dabco-6	ntf2	bicyclic	NTf2 derivatives	318,15	190,80
dabco-6	ntf2	bicyclic	NTf2 derivatives	323,15	138,10
dabco-6	ntf2	bicyclic	NTf2 derivatives	328,15	107,00
dabco-6	ntf2	bicyclic	NTf2 derivatives	333,15	87,60
dbu-10	dca	bicyclic	dicyanamides	293,15	657,75
dbu-10	dca	bicyclic	dicyanamides	303,15	316,59
dbu-10	dca	bicyclic	dicyanamides	313,15	170,00
dbu-10	dca	bicyclic	dicyanamides	323,15	99,77
dbu-10	dca	bicyclic	dicyanamides	333,15	62,91
dbu-10	dca	bicyclic	dicyanamides	343,15	42,19
dbu-10	dca	bicyclic	dicyanamides	353,15	29,87
dbu-10	dca	bicyclic	dicyanamides	363,15	21,76
dbu-10	dca	bicyclic	dicyanamides	373,15	16,48
dbu-10	scn	bicyclic	inorganics	293,15	2604,00
dbu-10	scn	bicyclic	inorganics	303,15	1059,30
dbu-10	scn	bicyclic	inorganics	313,15	490,58
dbu-10	scn	bicyclic	inorganics	323,15	253,63
dbu-10	scn	bicyclic	inorganics	333,15	143,66
dbu-10	scn	bicyclic	inorganics	343,15	87,78
dbu-10	scn	bicyclic	inorganics	353,15	57,26
dbu-10	scn	bicyclic	inorganics	363,15	39,31
dbu-10	scn	bicyclic	inorganics	373,15	28,00
dbu-14	dca	bicyclic	dicyanamides	293,15	6473,90
dbu-14	dca	bicyclic	dicyanamides	303,15	2271,30
dbu-14	dca	bicyclic	dicyanamides	313,15	937,25
dbu-14	dca	bicyclic	dicyanamides	323,15	438,68
dbu-14	dca	bicyclic	dicyanamides	333,15	228,51
dbu-14	dca	bicyclic	dicyanamides	343,15	130,07
dbu-14	dca	bicyclic	dicyanamides	353,15	79,70
dbu-14	dca	bicyclic	dicyanamides	363,15	51,94
dbu-14	dca	bicyclic	dicyanamides	373,15	35,63
dbu-2	dca	bicyclic	dicyanamides	293,15	168,24
dbu-2	dca	bicyclic	dicyanamides	303,15	107,37
dbu-2	dca	bicyclic	dicyanamides	313,15	67,89
dbu-2	dca	bicyclic	dicyanamides	323,15	42,65
dbu-2	dca	bicyclic	dicyanamides	333,15	29,18
dbu-2	dca	bicyclic	dicyanamides	343,15	20,67
dbu-2	dca	bicyclic	dicyanamides	353,15	15,21
dbu-2	dca	bicyclic	dicyanamides	363,15	10,96
dbu-2	dca	bicyclic	dicyanamides	373,15	7,72
dbu-4	dca	bicyclic	dicyanamides	293,15	266,81
dbu-4	dca	bicyclic	dicyanamides	303,15	137,04
dbu-4	dca	bicyclic	dicyanamides	313,15	78,66
dbu-4	dca	bicyclic	dicyanamides	323,15	49,24
dbu-4	dca	bicyclic	dicyanamides	333,15	32,99
dbu-4	dca	bicyclic	dicyanamides	343,15	23,34
dbu-4	dca	bicyclic	dicyanamides	353,15	17,24
dbu-4	dca	bicyclic	dicyanamides	363,15	13,19
dbu-4	dca	bicyclic	dicyanamides	373,15	10,39
dbu-4	imidazolide	bicyclic	heterocyclic amines	293,15	106,69
dbu-4	imidazolide	bicyclic	heterocyclic amines	298,15	73,92
dbu-4	imidazolide	bicyclic	heterocyclic amines	303,15	53,38
dbu-4	imidazolide	bicyclic	heterocyclic amines	308,15	40,19
dbu-4	imidazolide	bicyclic	heterocyclic amines	313,15	31,07
dbu-6	dca	bicyclic	dicyanamides	293,15	463,67
dbu-6	dca	bicyclic	dicyanamides	303,15	226,21
dbu-6	dca	bicyclic	dicyanamides	313,15	122,15
dbu-6	dca	bicyclic	dicyanamides	323,15	72,46
dbu-6	dca	bicyclic	dicyanamides	333,15	46,37
dbu-6	dca	bicyclic	dicyanamides	343,15	31,55
dbu-6	dca	bicyclic	dicyanamides	353,15	22,56
dbu-6	dca	bicyclic	dicyanamides	363,15	16,80
dbu-6	dca	bicyclic	dicyanamides	373,15	12,93
dbu-6	scn	bicyclic	inorganics	293,15	4198,80
dbu-6	scn	bicyclic	inorganics	303,15	1504,30
dbu-6	scn	bicyclic	inorganics	313,15	635,21
dbu-6	scn	bicyclic	inorganics	323,15	306,06
dbu-6	scn	bicyclic	inorganics	333,15	164,15
dbu-6	scn	bicyclic	inorganics	343,15	96,19
dbu-6	scn	bicyclic	inorganics	353,15	60,58
dbu-6	scn	bicyclic	inorganics	363,15	40,35
dbu-6	scn	bicyclic	inorganics	373,15	28,30
dbu-8	dca	bicyclic	dicyanamides	293,15	470,20
dbu-8	dca	bicyclic	dicyanamides	303,15	271,88
dbu-8	dca	bicyclic	dicyanamides	313,15	146,21
dbu-8	dca	bicyclic	dicyanamides	323,15	85,90
dbu-8	dca	bicyclic	dicyanamides	333,15	54,78
dbu-8	dca	bicyclic	dicyanamides	343,15	37,36
dbu-8	dca	bicyclic	dicyanamides	353,15	27,22
dbu-8	dca	bicyclic	dicyanamides	363,15	19,16
dbu-8	dca	bicyclic	dicyanamides	373,15	14,86
dbu-8	scn	bicyclic	inorganics	293,15	1956,00
dbu-8	scn	bicyclic	inorganics	303,15	806,71
dbu-8	scn	bicyclic	inorganics	313,15	379,33
dbu-8	scn	bicyclic	inorganics	323,15	198,69
dbu-8	scn	bicyclic	inorganics	333,15	114,14
dbu-8	scn	bicyclic	inorganics	343,15	70,68
dbu-8	scn	bicyclic	inorganics	353,15	46,57
dbu-8	scn	bicyclic	inorganics	363,15	32,25
dbu-8	scn	bicyclic	inorganics	373,15	23,31
dbu	ac	bicyclic	carboxylates	293,15	164,74
dbu	ac	bicyclic	carboxylates	303,15	84,73
dbu	ac	bicyclic	carboxylates	313,15	48,34
dbu	ac	bicyclic	carboxylates	323,15	30,38
dbu	ac	bicyclic	carboxylates	333,15	20,36
dbu	ac	bicyclic	carboxylates	343,15	14,39
dbu	ac	bicyclic	carboxylates	353,15	10,59
dbu	ac	bicyclic	carboxylates	363,15	8,05
dbu	imidazolide	bicyclic	heterocyclic amines	293,15	47,82
dbu	imidazolide	bicyclic	heterocyclic amines	298,15	34,94
dbu	imidazolide	bicyclic	heterocyclic amines	303,15	26,36
dbu	imidazolide	bicyclic	heterocyclic amines	308,15	20,51
dbu	imidazolide	bicyclic	heterocyclic amines	313,15	16,28
dbu	otf	bicyclic	sulfonates	293,15	1113,10
dbu	otf	bicyclic	sulfonates	303,15	524,23
dbu	otf	bicyclic	sulfonates	313,15	276,00
dbu	otf	bicyclic	sulfonates	323,15	158,89
dbu	otf	bicyclic	sulfonates	333,15	98,25
dbu	otf	bicyclic	sulfonates	343,15	64,40
dbu	otf	bicyclic	sulfonates	353,15	44,29
dbu	otf	bicyclic	sulfonates	363,15	31,75
dbu	so3-1	bicyclic	sulfonates	293,15	3310,10
dbu	so3-1	bicyclic	sulfonates	303,15	1177,00
dbu	so3-1	bicyclic	sulfonates	313,15	497,53
dbu	so3-1	bicyclic	sulfonates	323,15	241,49
dbu	so3-1	bicyclic	sulfonates	333,15	131,60
dbu	so3-1	bicyclic	sulfonates	343,15	78,46
dbu	so3-1	bicyclic	sulfonates	353,15	50,26
dbu	so3-1	bicyclic	sulfonates	363,15	34,12
dbu	tfa	bicyclic	carboxylates	293,15	1193,20
dbu	tfa	bicyclic	carboxylates	303,15	493,76
dbu	tfa	bicyclic	carboxylates	313,15	236,97
dbu	tfa	bicyclic	carboxylates	323,15	127,92
dbu	tfa	bicyclic	carboxylates	333,15	75,72
dbu	tfa	bicyclic	carboxylates	343,15	48,46
dbu	tfa	bicyclic	carboxylates	353,15	32,94
dbu	tfa	bicyclic	carboxylates	363,15	23,43
epslac	4ac	azepanium	carboxylates	293,15	42,00
epslac	4ac	azepanium	carboxylates	298,15	30,85
epslac	4ac	azepanium	carboxylates	303,15	23,40
epslac	4ac	azepanium	carboxylates	308,15	18,11
epslac	4ac	azepanium	carboxylates	313,15	14,25
epslac	4ac	azepanium	carboxylates	318,15	11,59
epslac	4ac	azepanium	carboxylates	323,15	9,44
epslac	4ac	azepanium	carboxylates	328,15	7,91
epslac	4ac	azepanium	carboxylates	333,15	6,64
epslac	ac	azepanium	carboxylates	293,15	39,81
epslac	ac	azepanium	carboxylates	298,15	29,03
epslac	ac	azepanium	carboxylates	303,15	21,92
epslac	ac	azepanium	carboxylates	308,15	17,03
epslac	ac	azepanium	carboxylates	313,15	13,68
epslac	ac	azepanium	carboxylates	318,15	11,10
epslac	ac	azepanium	carboxylates	323,15	9,19
epslac	ac	azepanium	carboxylates	328,15	7,67
epslac	ac	azepanium	carboxylates	333,15	6,48
epslac	bf4	azepanium	BF4 derivatives	298,20	503,00
epslac	bf4	azepanium	BF4 derivatives	298,20	503,00
epslac	for	azepanium	carboxylates	293,15	30,96
epslac	for	azepanium	carboxylates	298,15	23,92
epslac	for	azepanium	carboxylates	303,15	18,86
epslac	for	azepanium	carboxylates	308,15	15,14
epslac	for	azepanium	carboxylates	313,15	12,36
epslac	for	azepanium	carboxylates	318,15	10,24
epslac	for	azepanium	carboxylates	323,15	8,59
epslac	for	azepanium	carboxylates	328,15	7,30
epslac	for	azepanium	carboxylates	333,15	6,27
epslac	tfa	azepanium	carboxylates	298,20	28,00
epslac	tfa	azepanium	carboxylates	298,20	28,00
guad-(1,1),(1,1),(1,1)	la	guanidinium	aminoacids	318,15	2260,00
guad-(1,1),(1,1),2	ntf2	guanidinium	NTf2 derivatives	293,15	74,61
guad-(1,1),(1,1),2	ntf2	guanidinium	NTf2 derivatives	298,15	58,86
guad-(1,1),(1,1),2	ntf2	guanidinium	NTf2 derivatives	303,15	47,27
guad-(1,1),(1,1),2	ntf2	guanidinium	NTf2 derivatives	308,15	38,71
guad-(1,1),(1,1),2	ntf2	guanidinium	NTf2 derivatives	313,15	32,20
