Cation	Anion	Cationic family	Anionic family	T / K	σ / mN/m
im-2,1	la	imidazolium	aminoacids	333,15	48,63
im-2,1	npf2	imidazolium	bistriflamide derivatives	297,00	33,90
im-2,1	ntf2	imidazolium	bistriflamide derivatives	293,00	39,60
im-2,1	ntf2	imidazolium	bistriflamide derivatives	283,15	40,20
im-2,1	ntf2	imidazolium	bistriflamide derivatives	293,15	39,80
im-2,1	ntf2	imidazolium	bistriflamide derivatives	298,15	39,40
im-2,1	ntf2	imidazolium	bistriflamide derivatives	303,15	39,00
im-2,1	ntf2	imidazolium	bistriflamide derivatives	313,15	38,80
im-2,1	ntf2	imidazolium	bistriflamide derivatives	323,15	38,60
im-2,1	ntf2	imidazolium	bistriflamide derivatives	333,15	38,00
im-2,1	ntf2	imidazolium	bistriflamide derivatives	343,15	37,20
im-2,1	ntf2	imidazolium	bistriflamide derivatives	353,15	36,60
im-2,1	ntf2	imidazolium	bistriflamide derivatives	363,15	36,00
im-2,1	ntf2	imidazolium	bistriflamide derivatives	368,15	35,50
im-2,1	ntf2	imidazolium	bistriflamide derivatives	293,15	36,94
im-2,1	ntf2	imidazolium	bistriflamide derivatives	303,15	36,43
im-2,1	ntf2	imidazolium	bistriflamide derivatives	313,15	35,92
im-2,1	ntf2	imidazolium	bistriflamide derivatives	323,15	35,51
im-2,1	ntf2	imidazolium	bistriflamide derivatives	333,15	34,96
im-2,1	ntf2	imidazolium	bistriflamide derivatives	343,15	34,57
im-2,1	ntf2	imidazolium	bistriflamide derivatives	298,15	38,31
im-2,1	ntf2	imidazolium	bistriflamide derivatives	298,15	39,00
im-2,1	ntf2	imidazolium	bistriflamide derivatives	293,15	35,59
im-2,1	ntf2	imidazolium	bistriflamide derivatives	293,15	36,14
im-2,1	ntf2	imidazolium	bistriflamide derivatives	298,15	35,90
im-2,1	ntf2	imidazolium	bistriflamide derivatives	303,15	35,56
im-2,1	ntf2	imidazolium	bistriflamide derivatives	308,15	35,35
im-2,1	ntf2	imidazolium	bistriflamide derivatives	313,15	35,10
